year,types_of_waste,etroi_establishments_number,generated_waste_quantity
2014, Chromium-free sludges,2492.0,3109.9
2014, Chrome-containing cases made of aged leather,25.0,4.9
2014, Errors from the alignment and the finish,7.0,0.1
2014, Leather and leather industry: Waste etc,8.0,2.5
2014, Cases from composite materials (elastomer etc.),78.0,25.5
2014, Organic substances from natural substances (e.g. fats),11.0,1.5
2014, Drops from the finish with organ. Solvent,3.0,0.0
2014, Failures from the Finish (OH 040214),8.0,0.3
2014,Dyes and pigments with hazardous substances,4.0,0.0
2014, Dyes and Pigments (oh 040216),9.0,0.2
2014, Textile industry: sludge (own waste water treatment),3.0,0.0
2014, sludge from on-site Sewage treatment (oh.040219),22.0,1.6
2014, Drops from untreated textile fibers,42.0,11.2
2014, Drops from processed textile fibers,244.0,58.6
2014, Textile Industry: Waste Ang,13.0,0.6
2014,Drains from the oil refining earth gas purification,2492.0,3109.9
2014, Soil Refinement: desalination sludges,2492.0,3109.9
2014, Soil Refinement: Soil Sludges from Tanks,43.0,15.6
2014, Soil Refinement: Acid alkyl sludge,2492.0,3109.9
2014, Oil Refinement: Spilled Oil,2492.0,3109.9
2014, Oil Refinement: Oil Halt.Schlämme a.Betriebsvorg.,38.0,12.6
2014, Soil Refining: Acid tars,2492.0,3109.9
2014, Oil Refining: Other Tars,5.0,0.2
2014,Petroleum refinery: sludge (in-house waste water treatment),9.0,4.9
2014, mud a. businesssign. Sewage treatment (oh.050109),7.0,3.7
2014, Petroleum refinery: Abf. from Brennstrein. with bases,2492.0,3109.9
2014, Oil Refining: Acid-Containing Oils,2492.0,3109.9
2014, Ölraff.: Sludges from boilers made of boiling water.,2492.0,3109.9
2014, Oil Refining: Drops from Cold Columns,3.0,0.1
2014, Soil Refining: Used filter tone,10.0,0.4
2014, Petroleum refining: sulfur h. Falls from oil spills,8.0,0.2
2014, Earth Refinement: Bitumen,6.0,0.2
2014, Earth Refining: Fall off Ang,2492.0,3109.9
2014, Coal pyrolysis: acid tars,2492.0,3109.9
2014, Coal Pyrolysis: Other Tars,33.0,11.4
2014, Coal pyrolysis: Drops from cold columns,2492.0,3109.9
2014, Coal pyrolysis: Waste nec,2492.0,3109.9
2014, Natural gas cleaning transport: mercury h. waste,2492.0,3109.9
2014,Natural gas cleaning transport:Sulphurous waste,11.0,0.1
2014, Earth gas cleaning transport: waste not otherwise specified,3.0,0.0
2014,Drops from inorganic-chemical processes,2492.0,3109.9
2014, Sulfur Acid and Sulfur Acid,171.0,142.5
2014, salt acid,40.0,7.4
2014, flux acid,11.0,0.4
2014, Phosphorous acid and phosphoric acid,33.0,0.4
2014, saltpeter acid and saltpeter acid,28.0,0.9
2014, other acids,723.0,8.0
2014, Acid: Waste nec,19.0,0.5
2014, calcium hydroxide,9.0,0.4
2014, ammonium hydroxide,35.0,7.8
2014, Sodium and Potassium Hydroxides,54.0,6.5
2014, Other basins,586.0,8.6
2014, Bases: waste nec,6.0,0.0
2014, Solid salts and solutions containing cyanide,18.0,0.2
2014, Solid salts and solutions containing heavy metals,113.0,7.3
2014, Feast Salts and Solutions (such as 060311 and 060313),219.0,140.3
2014,Metal oxides which contain heavy metals,24.0,3.7
2014, Metal oxides (OH 060315),52.0,42.5
2014, Salts salt solutions metal oxides: waste not otherwise specified,15.0,0.3
2014, arsenic-containing waste,8.0,0.4
2014, Quicksilver-containing falls,568.0,4.1
2014, Ores that contain other heavy metals,67.0,39.6
2014, metal containing deposits,6.0,1.0
2014, sluices from the company's own water treatment,70.0,56.9
2014, sludge from on-site Waste water tank (oh.060502),119.0,102.2
2014, Wastes that contain dangerous sulfides,7.0,0.5
2014, Sulphide-containing falls (without 060602),4.0,0.0
2014, Sulfur containing chemicals: Waste nec,3.0,2.6
2014, Asbestos containing wastes from electrolysis,2492.0,3109.9
2014, Activated charcoal from Chlorhersthaling,2492.0,3109.9
2014, Quicksilver containing barium sulphate slags,2492.0,3109.9
2014,Solutions and acids eg contact acid,3.0,0.6
2014, Halogen: waste nec,5.0,0.6
2014, Wastes containing hazardous chlorethane,4.0,12.8
2014, silicon,15.0,20.9
2014, Phosphorous slag,2492.0,3109.9
2014, Calcium-based reactions,2492.0,3109.9
2014, Reactions on Calcium Base (oh 060903),2492.0,3109.9
2014, Phosphorous Chemicals: Wastes and,2492.0,3109.9
2014, Stickföth.Chemik.: Waste with gäfärl. fabrics,9.0,0.1
2014, Nitrogen-containing Chemicals: Wastes,2492.0,3109.9
2014, Reactions on calcium basis a. Titanium dioxide.,2492.0,3109.9
2014, Inorganic pigments color donors: waste not otherwise specified,3.0,0.8
2014, Inorganic plant protection products wood protection products,11.0,0.0
2014, Used activated carbon (without 060702),96.0,2.3
2014, IndustryRussian,36.0,3.1
2014, Waste from the asbestos processing,5.0,0.0
2014, Oven and chimney soot,2492.0,3109.9
2014,Inorganic Chemical Processes,10.0,0.1
2014,Fallen from organic chemical processes,2492.0,3109.9
2014, Org.Basic chemistry: Aqueous washing liquid mother liquors,211.0,32.0
2014, Organic basic chemistry: halogen organic solvents washing fl.,239.0,45.7
2014, Org.Basic Chemistry:Losemitels washing fluids,909.0,130.6
2014, Org.basic chemistry: halogen reaction distillation residue.,38.0,62.2
2014, Org. Basic Chemistry: reaction and distillation residues.,144.0,140.4
2014, Org.Basic chemistry: Halog.filter cake absorbent mat.,15.0,0.6
2014, Org.Basic Chemistry: And. Filter cake absorbent mat.,47.0,4.6
2014, Org. basic chemistry: sludge (company waste water tank),41.0,6.5
2014, Sludge from company-owned Waste water tank (oh.070111),16.0,1.7
2014, Organic Basic Chemicals: Waste nec,24.0,1.8
2014, Plastics: Aqueous detergents mother liquors,53.0,20.4
2014, Plastic: halogen organic solvent washing liquid.,37.0,2.6
2014,Plastic: organic. Solvents detergents,152.0,36.8
2014, Plastic: halogen. Reaction Distill.Residues,37.0,6.4
2014, Plastics: Reaction distillation reciprocating stands,822.0,114.1
2014, Plastic: Halogen. Filter cake absorbent mat.,10.0,0.2
2014, Plastics: And. Filter cakes suction materials,38.0,4.9
2014, Plastic:Slammers(own waste water treatment),10.0,1.3
2014, sludge from on-site Waste water tank (oh.070211),34.0,17.9
2014, plastic bags,1414.0,360.6
2014, Plastics: Waste from additives with dangerous St.,60.0,3.7
2014, Cases of additives (without 070214),32.0,0.9
2014, Plastic: Dangerous. Cases containing silicone,7.0,0.8
2014, Silicon-containing waste (without 070216),16.0,1.4
2014, Plastic fiber synthetic rubber: fall off,187.0,79.9
2014, Organic dyes: Aqueous wash bottles mother liquors,36.0,2.4
2014, Organic dyes: halogen org. Solvents detergents,35.0,0.7
2014, Org.Dyes:SolventWashfleddaen,375.0,30.7
2014, Organic dyes: halogen. Reaction distill.reset.,6.0,1.4
2014, Organic dyes: reaction and distillation residues,22.0,3.8
2014, Organic dyes: Halog. Filter cake absorbent mat.,5.0,0.3
2014, Organic dyes: other filter cakes absorption mat.,8.0,0.7
2014, Organic dyes: sludge (own waste water treatment),2492.0,3109.9
2014, Sludge from company-owned Waste water tank (oh.070311),8.0,0.6
2014, Organic Dyes Pigments:,3.0,0.3
2014, Pesticides: Aqueous wash mother liquor.,17.0,37.3
2014, Plant protection agent.: halogen organic solvents washing fl.,15.0,93.4
2014, Plant protection materials: Organ. Solvents detergents,17.0,30.7
2014, Plant protection agents: halogen.reactiondistill.reset,13.0,37.2
2014, Pesticides: reaction distillation residue,10.0,9.1
2014,Plant protection products: halogen filter cake absorbent mat,5.0,0.3
2014, Plant protection materials: filter cake absorbent mat.,7.0,0.6
2014, Plant protection: sludge (company wastewater tank),3.0,0.4
2014, Sludge from company-owned Waste water tank (oh.070411),3.0,0.3
2014, Plant protection products: Solid waste with hazardous substances,11.0,2.1
2014, Plant protection products such as:,4.0,0.2
2014, Pharmaceuticals: Aqueous detergents mother liquors,42.0,75.2
2014, Pharmaceuticals: halogen organic solvents washing fl.,50.0,19.7
2014, Pharmaceuticals: organ. detergent detergent.,81.0,68.7
2014, Pharmaceuticals: halogen reaction distillation residue.,10.0,2.5
2014, Pharmaceuticals: Reactions- Distillation-Remains,47.0,4.1
2014, Pharmaceuticals: halogen filter cake absorbent mat.,9.0,0.5
2014, Pharmaceuticals: filter cakes augmentation materials,15.0,1.4
2014,Pharmaceuticals: sludge (in-house waste water treatment),4.0,0.1
2014, sludge from on-site Sewage treatment (oh.070511),11.0,15.2
2014, Pharmaceuticals: Festivities with danger. fabrics,36.0,1.4
2014, Fixed Falls (without 070513),43.0,18.1
2014, Pharmaceuticals: waste not otherwise specified,80.0,22.1
2014, Fats soaps: Aqueous washing bottles mother liquors,121.0,25.0
2014, Fats soaps: halogen organic solvents washing fl.,40.0,0.2
2014, Fats soaps: organ. detergent detergent.,153.0,5.5
2014, Fats soaps: Halogen.reaction distill.residue.,3.0,0.2
2014, Fette Siefen: Reactions distillation residues,462.0,40.2
2014, Fats soaps: halogen filter cake absorbent mat.,2492.0,3109.9
2014, Fats sieves: filter cakes absorption materials,24.0,1.8
2014, Fats Sifen: Sludges (own waste water treatment),5.0,0.2
2014, sludge from on-site Waste water tank (oh.070611),26.0,9.0
2014,Greases sifen lubricants etc.: Waste nec,140.0,28.3
2014, Fine chemicals: Aqueous detergents mother liquors,241.0,70.1
2014, Fine chemicals: halogen organic solvents washing fl.,153.0,15.4
2014, Fine chemicals: organ. detergent detergent.,630.0,63.1
2014, Fine chemicals: halogen reaction distillation residue.,27.0,11.2
2014, Fine chemicals: reaction and distillation residues.,68.0,93.3
2014, Fine chemicals: halogen filter cake absorbent mat.,14.0,0.5
2014, Fine chemicals: Filter cakes suction materials,39.0,2.3
2014, Fine chemicals: sludge (own waste water treatment),15.0,1.2
2014, Sludge from company-owned Sewage treatment (oh.070711),8.0,1.1
2014, Fine chemicals: waste nec,10.0,1.1
2014,Cases from HZVA v. Coatings adhesives etc.,2492.0,3109.9
2014, Paint and lacquer falls with dangerous substances,4006.0,43.7
2014, Waste paint and varnish (oh 080111),806.0,14.6
2014,Paints and lacquers with dangerous substances,566.0,25.2
2014, Color and varnish sludge (oh 080113),48.0,2.5
2014, Paints varnishes: Aqueous sludge with danger. St.,184.0,15.2
2014, Aqueous sludge (OH 080115),497.0,42.0
2014, Falling from the color - or paint removal,291.0,18.4
2014, Drops from colour. Paint removal (OH. 080117),139.0,2.8
2014, Aqueous suspensions colors or lacquer included,35.0,9.2
2014, Aqueous suspensions (OH 080119),123.0,8.3
2014, Paint or varnish remover waste,21.0,2.2
2014, Colors shades: colors,4.0,0.2
2014, Cases of coating powder,116.0,4.0
2014, Wet stones containing ceramic materials,26.0,5.0
2014, Water suspensions ceramic. Materials included,8.0,0.8
2014, Other Coatings: Waste Ang,2492.0,3109.9
2014, Watery mud that contains printing colors,11.0,0.3
2014,Wet and liquid ravines i.e. print colors included,58.0,7.7
2014, Printing inks with hazardous substances,297.0,6.5
2014, Ink Cases (without 080312),77.0,2.7
2014, Printing inks with dangerous substances,91.0,4.1
2014, Printing ink sludge (without 080314),15.0,0.9
2014, Cases of use solutions,2492.0,3109.9
2014, Toner bags that contain hazardous substances,45.0,0.1
2014, Toner waste (without 080317),325.0,1.9
2014, Dispersion oil,5.0,0.1
2014, Print color:,5.0,0.1
2014, Adhesive and sealant cases with ear. St.,1213.0,22.4
2014, Adhesive and sealant waste (oh 080409),283.0,13.8
2014, Klebstob and Dijksmalshalte Slumme,10.0,0.4
2014, Adhesive and dense mass hold. Muds(oh.080411),9.0,0.6
2014, Adhesive sealant: Aqueous sludge with hazardous level,16.0,0.3
2014, Aqueous sludges (OH 080413),56.0,5.7
2014,Adhesive sealant: water liquid removal with dangerous item,13.0,1.1
2014, Watery liquid falls (without 080415),43.0,6.4
2014, Adhesives thickeners: Harzols,3.0,0.0
2014, Adhesives Thick Masses: Waste Ang,4.0,0.9
2014, Isocyanate drops,64.0,0.3
2014,Drops from the photographic industry,2492.0,3109.9
2014, Developer and activator solutions on water basis,412.0,0.7
2014, offset printing plates-twisting solutions,279.0,4.0
2014, Developer solutions on chemical basis,14.0,0.0
2014, Fixing bath,332.0,0.4
2014, Bleach solutions and bleach fixer baths,8.0,0.1
2014, Silver-bearing deposits from Beh. photographer. waste,3.0,0.0
2014, Film and photographic papers with silver,176.0,0.5
2014, Film and photographic papers without silver,119.0,2.4
2014, Single camera without battery,2492.0,3109.9
2014, Single-camera cameras with batteries (160601-160603),2492.0,3109.9
2014, Single-camera cameras with batteries (one 090111),2492.0,3109.9
2014, Falls from silver recovery (without 090106),2492.0,3109.9
2014, Photographic Industry: Photographs,6.0,0.0
2014,Drops from thermal processes,2492.0,3109.9
2014, rust and Boiler ash slag boiler st.(oh.100104),447.0,5229.4
2014, Coal fired filter rods,49.0,1519.8
2014, Filter rods from torching and firing,36.0,105.0
2014, Filter rods and boiler rods from oil firing,8.0,2.9
2014, Reactions on Calcium Base in Firmer Form,52.0,784.6
2014, Reactions based on Calcium (Scales),13.0,18.5
2014, Sulfur Acid,2492.0,3109.9
2014, Filter dust from emulsified carbon dioxide,2492.0,3109.9
2014, Grate and boiler ash slag boiler dust,12.0,4.6
2014, rust and Boiler ash slag boiler (oh.100114),42.0,1113.6
2014, Filters made of waste material,12.0,9.3
2014,Filter rods from waste co-combustion (oh.100116),28.0,3623.8
2014, Absences from the exhaust gas treatment with danger. St.,39.0,6.2
2014, Waste a. Exhaust gas treatment (oh.100105100107100118),23.0,16.9
2014, Power plants etc.: sludge (own waste water treatment),6.0,1.6
2014, mud a. operational.wastewater treatment(oh.100120),7.0,1.7
2014, Power plants among others: Aqueous sludge a. To install boiler cleaning.,2492.0,3109.9
2014, Water Filters from Boiler cleaning (oh.100122),6.0,0.1
2014, Power plants among others: sand from spiral layer firing,2492.0,3109.9
2014, Errors from storage and preparation of Brenst.,8.0,11.7
2014, Drops from cooling water treatment,3.0,1.0
2014, Power plants including Burnnsansanlagen:Affalle ang,4.0,0.1
2014, Iron- Steel.: Cases from slag processing,17.0,1096.8
2014, Iron steel ind.: unprocessed slag,62.0,1792.2
2014, Iron steel ind.: Solid waste from gas treatment.,66.0,265.2
2014, Cases of exhaust gas treatment (oh 100207),30.0,366.1
2014, Iron-steel cylinder: mill scale,79.0,467.2
2014, Iron-steel cylinder: oil content. Abf. from cooling water flow.,6.0,2.9
2014, Drops from the cooling water treatment (one 100211),3.0,9.1
2014, Iron-steel cylinder: sludges filters. To install from exhaust tank.,8.0,194.8
2014, Sludge and filter cake from exhaust gas tank. (oh.100213),5.0,63.4
2014, Iron- Stahlind.: Other ladles and filter cakes,19.0,261.7
2014, Iron and steel industry: Fallen etc,13.0,3.9
2014, Aluminum metallurgy: anode scrap,3.0,0.4
2014, Aluminum Metallurgy: Slag from first smelt,2492.0,3109.9
2014, Aluminum Metallurgy: Aluminum oxide waste,12.0,1.8
2014, Aluminum Metallurgy:Salt slags a.Second melt.,6.0,134.2
2014, Aluminum Metallurgy:Black scabs a.Zweitsch.,3.0,1.5
2014, Aluminum Metallurgy: Scum (flammable),34.0,20.5
2014, Scum (OH 100315),40.0,83.2
2014, Aluminum Metallurgy: Tar. Abf. from anode manufacturer.,2492.0,3109.9
2014, Waste from anode production (oh 100317),2492.0,3109.9
2014, Aluminum metallurgy: filter dust with hazardous St.,12.0,1.9
2014, Filter dust (without 100319),3.0,0.8
2014, Aluminum Metallurgy: Other particles and dust,9.0,0.6
2014, Other particles and dust (without 100321),4.0,1.5
2014, Aluminum Metallurgy: Solid waste a. To install exhaust treatment,17.0,10.7
2014, Fixed discharge from exhaust gas treatment (oh. 100323),2492.0,3109.9
2014, Aluminum metallurgy: sludge filter k.a.,4.0,0.3
2014, Slurries and filter cakes from exhaust gas treatment (oh.100325),2492.0,3109.9
2014, Aluminum-Metallurgy: Ölh.Abf. from cooling water flow.,2492.0,3109.9
2014, Failures from the cooling water treatment (oh 100327),2492.0,3109.9
2014,Aluminum Metallurgy: Abf.a. tank v.salt slag,2492.0,3109.9
2014, Cases of treatment of salt slag (oh.100329),2492.0,3109.9
2014, Aluminum Metallurgy: Fall off angle,4.0,0.0
2014, Lead metallurgy: slags (primary secondary slag),5.0,89.4
2014, Lead Metal.: ScabiesScum (FirstSecond.),60.0,7.9
2014, Lead Metallurgy:Calcium Arsenates,2492.0,3109.9
2014, Blackmetallurgy: filter dust,4.0,3.3
2014, Black metallurgy: Other particles and dust,6.0,3.5
2014, White metallurgy: Festa fall from exhaust gas treatment,2492.0,3109.9
2014, Blackmetallurgy: Muds Filterk. To install from flue gas tank,2492.0,3109.9
2014, Black Metallurgy: Oil. Drains from cooling water.,2492.0,3109.9
2014, Drops from the cooling water treatment (oh 100409),2492.0,3109.9
2014, Blackmetallurgy: Fall off angle,2492.0,3109.9
2014, Zincmetallurgy: slag (primary secondary smelting),2492.0,3109.9
2014,Zinc Metallurgy: Filter Dust,7.0,0.4
2014, Zincmetallurgy: Other particles and dust,16.0,3.3
2014, zinc metallurgy,2492.0,3109.9
2014, Zincmetallurgy: muds filters. To install from exhaust tank.,2492.0,3109.9
2014, Zincmetallurgy: Oil. Drains from cooling water.,2492.0,3109.9
2014, Drops from the cooling water treatment (oh 100508),2492.0,3109.9
2014, Zincmetallurgy: Scabies Scum (Flammable),2492.0,3109.9
2014, Scabies scum (OH 100510),8.0,2.7
2014, Zincmetallurgy: Waste nec,2492.0,3109.9
2014, Copper metallurgy: slags (primary secondary smelting),4.0,66.4
2014, Coppermetal.: Scabbers Scum (first second sm.),7.0,9.7
2014, Copper metallurgy: filter dust,7.0,1.5
2014, Coppermetallurgy: Other particles and dust,7.0,2.9
2014, Copper metallurgy: Solid waste a.Offgas treatment,2492.0,3109.9
2014, Copper metallurgy: sludges filters. a.Exhaust gas tank,2492.0,3109.9
2014, Copper Metallurgy: Oil H.Abf. from cooling water flow.,2492.0,3109.9
2014, Drops from the cooling water treatment (one 100609),2492.0,3109.9
2014, Coppermetallurgy: Drop angle,2492.0,3109.9
2014, Silbermet.ua: Slags (first second melting),3.0,0.2
2014, Silbermet.ua: scabies scum (first second smear),4.0,0.0
2014, Silbermet.ua: Fest away from exhaust gas treatment,2492.0,3109.9
2014, Silbermet.ua: Other particles and dust,7.0,0.2
2014, Silbermet.ua: sludge filter cake a.Abgasbeh.,2492.0,3109.9
2014, Silbermet.ua: Oil-containing waste a.Cooling water tank.,2492.0,3109.9
2014, Drops from the cooling water treatment (one 100707),2492.0,3109.9
2014, Silver gold platinum metallurgy: waste nec,2492.0,3109.9
2014, Non-ferrous metallurgy: particles and dust,16.0,2.4
2014, Non-ferrous metal: salt slags (first sweet melt),2492.0,3109.9
2014,Non-ferrous metallurgy: Other slag,5.0,42.6
2014, Non-ferrous metallurgy: dross scum (flammable),8.0,0.2
2014, Scabies scum (without 100810),49.0,4.0
2014, non-ferrous metal: tar Falls from anode manufacturer.,2492.0,3109.9
2014, Carbon containing deposits (without 100812),2492.0,3109.9
2014, Non-ferrous metallurgy: anode scrap,2492.0,3109.9
2014, Non-ferrous metallurgy: filter dust with hazardous level,27.0,5.5
2014, Filter dust (without 100815),6.0,0.3
2014, Non-ferrous metallurgy: sludges filters k.a.,3.0,0.1
2014, Sludge and filter cake from exhaust gas treatment (oh.100817),2492.0,3109.9
2014, Non-ferrous metallurgy: Oil H.Abf. from cooling water flow.,2492.0,3109.9
2014, Drops from the cooling water treatment (one 100819),2492.0,3109.9
2014, Nonferrous Metallurgy: Fall off angle,3.0,0.0
2014, Ironsteel: furnace slag,108.0,277.0
2014,Iron Steel: Casting forms and sand before casting,4.0,1.4
2014, Casting forms and sand before casting (oh.100905),43.0,113.5
2014, Iron Steel: Casting forms and sand after casting,6.0,1.0
2014, Casting molds and sand after casting (without 100907),161.0,1814.5
2014, Iron Steel: Filter tubes with dangerous substances,34.0,9.4
2014, Filter dust (without 100909),50.0,44.7
2014, Iron Steel: Other particles with danger. fabrics,3.0,0.5
2014, Other parts (one 100911),5.0,0.9
2014, Ironsteel: abf. Binders with dangerous substances. St.,3.0,0.0
2014, Cases of binders (without 100913),2492.0,3109.9
2014, IronSteel: Abf. from substances indicating,2492.0,3109.9
2014, Cases of reported substances (oh.100915),2492.0,3109.9
2014, Castings of Iron and Steel: Fall Away Ang,8.0,1.9
2014, Non-ferrous metals: Ovenschalke,32.0,8.5
2014,Non-ferrous metals: casting moulds casting sands before casting,2492.0,3109.9
2014, Casting molds and sands before casting (oh 101005),14.0,38.5
2014, Non-ferrous metals: casting moulds casting sands after casting,5.0,2.3
2014, Casting molds and sands after casting (without 101007),59.0,318.4
2014, Non-ferrous metals: filter dust with hazardous substances,12.0,3.1
2014, Filter dust (without 101009),13.0,9.6
2014, Non-ferrous metals: And. Particles with danger. fabrics,2492.0,3109.9
2014, Other parts (one 101011),6.0,0.7
2014, Non-ferrous metal: Abf.v. Binders with danger.St.,2492.0,3109.9
2014, Cases of binders (oh 101013),2492.0,3109.9
2014, Non-ferrous metals: waste from crack-indicating subst.,2492.0,3109.9
2014, Drops from substances shown in the test (oh.101015),2492.0,3109.9
2014, Casting of non-ferrous metal: waste nec,7.0,0.3
2014, Fiberglass waste,50.0,32.4
2014, Glazing: Tiles and Dust,32.0,8.6
2014, Get together with danger. Substances v Melting,11.0,0.6
2014, Batch waste before melting (without 101109),15.0,4.4
2014, Glass falls into small pieces and glass beads,10.0,2.6
2014, Glass waste (OH 101111),233.0,197.4
2014, Glass polishing and glass grinding slurry,27.0,1.0
2014, Glass polishing and glass grinding slurry (without 101113),51.0,4.1
2014, Glass production: Celebrations from exhaust gas treatment,24.0,3.4
2014, Solid waste from gas treatment (oh. 101115),15.0,3.1
2014, Glass production: sludges filters. To install from exhaust tank.,2492.0,3109.9
2014, Sludge and filter cake from exhaust tank (oh.101117),4.0,0.1
2014, Glass manufacturer: Solid Abf. a. company-owned wastewater tank,6.0,0.3
2014, Solid waste a. businesses. Waste water tank (oh.101119),6.0,0.4
2014, Glass production: waste nec,6.0,1.9
2014, Ceramic products: raw mixtures before firing,42.0,31.0
2014, Ceramic products: particles and dust,55.0,7.7
2014, Ceramic products: slurries filter c. a.Exhaust tank,2492.0,3109.9
2014, Pottery Items: Discarded Forms,33.0,7.2
2014, Failures from Ceramics testimonies bricks among others,99.0,103.4
2014, Ceramic products: solid waste a. To install exhaust gas treatment.,16.0,3.5
2014, Solid Waste from Exhaust Treatment (excluding 101209),57.0,12.1
2014, Ceramic products: Glass balls with heavy metals,3.0,0.1
2014, glaze waste (without 101211),6.0,0.3
2014, Ceramic products: sludge (in-house waste water treatment),39.0,182.0
2014, Ceramic productskeram.Building materials:,19.0,4.2
2014, Cement et al:Falls of raw mixture before the firing,4.0,101.3
2014, Waste a.Calcination hydration of quicklime,29.0,124.3
2014, Cement etc.: particles dust (except 101312101313),50.0,202.8
2014,Cement etc.: sludge filter cake from gas tanks.,2492.0,3109.9
2014, Asbestos containing waste a. Manufacturing. v. asbestos,2492.0,3109.9
2014, Wastes from Manufacturing v. asbestos(oh.101309),2492.0,3109.9
2014, Cases made of composite materials (such as 101309 101310),30.0,42.0
2014, Cement et al.: Wastes from exhaust gas treatment,4.0,5.3
2014, Fest Falls from the Gas Treatment (oh. 101312),4.0,0.1
2014, concrete falls and concrete slush,138.0,273.9
2014, Cement gypsum quicklime: waste nec,14.0,6.8
2014, Crematorium: mercury h. Waste gas cleaning,4.0,0.0
2014,Fall from the chemical surface treatment,2492.0,3109.9
2014, Surface treatment: Acid pickling solutions,617.0,155.7
2014, Surface treatment: Acid angle,201.0,7.6
2014, Surface treatment: Alkaline pickling solutions,572.0,40.9
2014, Surface treatment: phosphating sludge,183.0,7.4
2014,Surface treatment: sludges filter cakes w.f.st.,616.0,53.0
2014, Slurries and filter cakes (oh 110109),92.0,47.4
2014, Surface treatment: Aqueous flushing liquid. m.f.st.,661.0,44.9
2014, Water-repellent detergents (without 110111),77.0,6.1
2014, Surface treatment: Waste from degreasing m.st.,116.0,7.9
2014, Waste from degreasing (oh 110113),12.0,0.3
2014, Surface treatment: eluate sludge a. Membrane system,3.0,0.4
2014, Surface treatment: ion exchange resins,23.0,0.1
2014, Surface edit: Other falls with danger. St.,208.0,8.2
2014, Surface treatment:,10.0,10.6
2014, Zinc hydrometallurgy sludges,7.0,157.1
2014, Wastes from the manufacture of anodes,2492.0,3109.9
2014, Drops from processes of copper hydrometallurgy,2492.0,3109.9
2014, Failures from Prose. d.Copper Hydromet.(oh.110205),2492.0,3109.9
2014,Non-ferrous hydrometallurgy: Other Abf. m.dangerous.St.,2492.0,3109.9
2014, Non-ferrous hydrometallurgy: wastes not otherwise specified,5.0,13.9
2014, Sludges solids from hardening processes: cyanidh. waste,35.0,0.5
2014, Sludges solids and hard processes: Other cases,56.0,1.4
2014, Galvanizing: hard zinc,15.0,6.1
2014, Galvanizing: zinc ash,15.0,2.2
2014, Galvanizing: Festivals related to exhaust gas treatment,7.0,0.2
2014, Galvanizing: Used flux materials,2492.0,3109.9
2014, Galvanizing: waste nec,2492.0,3109.9
2014,Drops from mechanical forming processes,2492.0,3109.9
2014, Iron and turning turnings,2549.0,1548.7
2014, Iron dust and particles,2492.0,3109.9
2014, Non-ferrous metal filings and turnings,1792.0,312.6
2014, Non-ferrous metal dust and particles,1385.0,201.1
2014, Plastic splines and turning chips,490.0,58.0
2014, Halogen-containing treatment oil on mineral oil basis,21.0,0.3
2014,Halogen-free treatment oil based on mineral oil,149.0,27.9
2014, Halogen-containing treatment emulsions and solutions,30.0,3.6
2014, Halogen-free treatment emulsions and solutions,4666.0,417.6
2014, synthetic overburdening sols,34.0,0.8
2014, Used waxes and fat,622.0,9.7
2014, sweat if,84.0,33.1
2014, Treatment plasters with dangerous substances,338.0,18.3
2014, Beardmores mud (without 120114),117.0,10.7
2014, Abrasive waste (with dangerous substances),198.0,11.3
2014, Abrasive waste (excluding 120116),766.0,62.2
2014, Oil-containing metal sludge (grinding sludge etc.),670.0,47.5
2014, biologically easy to digest,2492.0,3109.9
2014, Used hone-u.sleifmittel with dangerous.Stoffen,79.0,3.5
2014, Used honing and grinding materials (without 120120),434.0,13.4
2014, To install Surface Edit. Metals plastics: waste nec,187.0,128.0
2014,wet wash liquids,424.0,25.5
2014, Fall from the steam fattening,15.0,2.1
2014,Lakes and ravines from liquid fuels,2492.0,3109.9
2014, Hydraulics that contain PCBs,6.0,0.0
2014, Hydraulics: Chlorinated Emulsions,2492.0,3109.9
2014, Hydraulics: Non-chlorinated emulsions,136.0,5.8
2014, Chlorinated hydraulics on mineral oil basis,4.0,0.0
2014, Non-chlorinated hydraulic oils on mineral oil basis,229.0,2.5
2014, Synthetic hydraulic oil,20.0,0.1
2014, Biologically easily digestible hydraulic oils,7.0,0.0
2014, Other Hydraulics,29.0,0.1
2014, Chlorinated machine gear and lubricating oils,100.0,0.8
2014, Non-chlorinated machine gear and lubricating oils,5817.0,75.4
2014, Synthetic machines transmissions and lubricants,64.0,0.2
2014, Easily biodegraded. Machine and gear oils,10.0,0.0
2014, Other machines gears and lubricants,474.0,7.9
2014,Isolation and heat-transmission sole with PCB,28.0,0.2
2014, Chlorine. Isolation and Heat transfer oil(oh.130301),4.0,0.0
2014, Non-chlorinated insulation and heat transfer tubes,148.0,4.9
2014, Synthetic insulation and thermal insulation,28.0,0.8
2014, Biology. To install easily dismantled. Isolation and warm-up oils,2492.0,3109.9
2014, Other insulating and heat transfer elements,26.0,0.1
2014, Bilge oils from the inner ship journey,2492.0,3109.9
2014, bilgenoil from molena blood channels,2492.0,3109.9
2014, Bilge oils from the other side of the ship,17.0,2.7
2014, Solid waste from sand traps and oil/water separation.,237.0,17.5
2014, Sludge from oil/water absorbers,1690.0,60.9
2014, Slams from drain shafts,453.0,11.3
2014, Oil from oil/water separators,53.0,2.0
2014, Oliges water from oil/water separators,356.0,21.5
2014,Waste mixtures from sand traps oil/water separators.,882.0,19.0
