,year,code,type of waste,waste producers,waste quantities,waste quantities generated by primary producers
3278,2013, EAV-160107-G, End-of-life vehicles: Oil filters,110.0,12.2,9.4
3279,2013, EAV-160108-G, End-of-life vehicles: Components cont. mercury,0.0,0.0,0.0
3280,2013, EAV-160109-G, End-of-life vehicles: Components containing PCBs,0.0,0.0,0.0
3281,2013, EAV-160110-G, End-of-life vehicles: Explosive components,53.0,0.9,0.9
3282,2013, EAV-160111-G, End-of-life vehicles: Brake pads cont. asbestos,0.0,0.0,0.0
3283,2013, EAV-160113-G, End-of-life vehicles: Brake fluids,137.0,11.6,8.0
3284,2013, EAV-160114-G, End-of-life vehicles: Antifreeze fluids,209.0,22.9,17.3
3285,2013, EAV-160121-G," Hazardous components (ex.160107-11,160113-14)",41.0,2.5,2.4
3286,2013, EAV-160209-G, Transformers and capacitors containing PCBs,215.0,2.0,1.7
3287,2013, EAV-160210-G, Discarded equip.cont. or contam.by PCBs(ex.160209),7.0,0.0,0.0
3288,2013, EAV-160211-G," Discarded equip.cont. chlorofluorocarbons,HCFC,HFC",181.0,12.1,6.3
3289,2013, EAV-160212-G,Discarded equipment containing free asbestos,118.0,10.9,9.6
3290,2013, EAV-160213-G, Discarded equip.cont.hazardous comp.(ex.160209-12),439.0,45.5,32.3
3291,2013, EAV-160215-G, Hazardous comp. removed from discarded equipment,169.0,61.3,43.2
3292,2013, EAV-160303-G, Off-spec. batches: Inorganic wastes,64.0,3.4,3.3
3293,2013, EAV-160305-G, Off-spec. batches: organic wastes,121.0,7.8,7.4
3294,2013, EAV-160401-G, Waste ammunition,6.0,0.0,0.0
3295,2013, EAV-160402-G, Fireworks wastes,7.0,0.7,0.7
3296,2013, EAV-160403-G, Other waste explosives,18.0,0.2,0.2
3297,2013, EAV-160504-G, Gases in pressure containers (including halons),331.0,3.9,3.1
3298,2013, EAV-160506-G, Laboratory chemicals consisting of hazardous subs.,242.0,3.5,2.8
3299,2013, EAV-160507-G, Discarded inorganic chemicals cons. To install haza. subs.,437.0,8.1,6.4
3300,2013, EAV-160508-G, Discarded organic chemicals cons. To install haza. subs.,417.0,6.4,5.3
3301,2013, EAV-160601-G, lead batteries,481.0,328.7,262.0
3302,2013, EAV-160602-G, Ni-Cd batteries,93.0,1.6,1.4
3303,2013, EAV-160603-G, Mercury-containing batteries,13.0,0.2,0.2
3304,2013, EAV-160606-G," Separately coll. electrolyte from batteries,accum.",29.0,2.4,1.7
3305,2013, EAV-160708-G,"Tanks,barrels: Wastes containing oil",671.0,154.8,134.0
3306,2013, EAV-160709-G," Tanks, barrels: Wastes cont. other hazardous substances.",166.0,19.3,17.2
3307,2013, EAV-160802-G, Spent catalysts cont. hazardous transition metals,103.0,10.6,10.1
3308,2013, EAV-160805-G, Spent catalysts containing phosphoric acid,0.0,0.0,0.0
3309,2013, EAV-160806-G, Spent liquids used as catalysts,3.0,0.3,0.3
3310,2013, EAV-160807-G, Spent catalysts contaminated with haza. substances,123.0,11.1,10.1
3311,2013, EAV-160901-G," Permanganates, for example potassium permanganate",3.0,0.0,0.0
3312,2013, EAV-160902-G," Chromates (potassium chr., potassium, sodium dichr.)",0.0,0.0,0.0
3313,2013, EAV-160903-G," Peroxides, for example hydrogen peroxide",15.0,0.1,0.1
3314,2013, EAV-160904-G," Oxidising substances, nos.",7.0,0.1,0.1
3315,2013, EAV-161001-G, Aqueous liquid wastes cont. hazardous substances,243.0,52.2,38.4
3316,2013, EAV-161003-G, Aqueous concentrates cont. hazardous substances,55.0,5.8,5.2
3317,2013, EAV-161101-G," Carbon-based linings,refractories fr.metall. proc.",14.0,20.1,20.1
3318,2013, EAV-161103-G," Other linings,refractories from metall. processes",60.0,13.5,13.1
3319,2013, EAV-161105-G,"Linings, refractories from non-metal. processes",91.0,19.5,18.5
3320,2013, EAV-17, Construction and demolition wastes,11226.0,8195.9,7252.4
3321,2013, EAV-170106-G," Mixtures of, or separate fractions of concrete etc.",1187.0,639.0,592.5
3322,2013, EAV-170204-G," Glass, plastic, wood cont. hazardous substances",4084.0,929.2,784.6
3323,2013, EAV-170301-G, Bituminous mixtures containing coal tar,3075.0,3108.3,2627.1
3324,2013, EAV-170303-G, Coal tar and tarred products,1384.0,231.0,165.7
3325,2013, EAV-170409-G, Metal waste contaminated with hazardous substances,150.0,7.8,7.5
3326,2013, EAV-170410-G," Cables cont. oil, coal tar and other waste. subs.",275.0,10.3,7.9
3327,2013, EAV-170503-G, Soil and stones containing hazardous substances,1666.0,2076.2,1999.2
3328,2013, EAV-170505-G, Dredging spoil containing hazardous substances,26.0,9.3,8.0
3329,2013, EAV-170507-G, Track ballast containing hazardous substances,87.0,432.8,423.0
3330,2013, EAV-170601-G, insulation materials containing asbestos,148.0,4.3,3.9
3331,2013, EAV-170603-G, Other insulation materials,2167.0,171.7,139.4
3332,2013, EAV-170605-G, Construction materials containing asbestos,3280.0,511.8,432.0
3333,2013, EAV-170801-G,Gypsum-based construction materials contaminated,10.0,0.2,0.2
3334,2013, EAV-170901-G, Construction and demolition wastes cont. mercury,9.0,0.3,0.3
3335,2013, EAV-170902-G, Construction and demolition wastes containing PCB,128.0,3.0,2.8
3336,2013, EAV-170903-G, Other construction and demolition wastes,236.0,60.6,58.3
3337,2013, EAV-18, Wastes from human or animal health care,202.0,21.9,18.3
3338,2013, EAV-180103-G, Wastes (special requirements to prevent infection),139.0,17.8,14.9
3339,2013, EAV-180106-G, Chemicals consisting of or cont. hazardous subst.,22.0,0.2,0.2
3340,2013, EAV-180108-G, Cytotoxic and cytostatic medicines,60.0,3.0,2.5
3341,2013, EAV-180110-G, Amalgam waste from dental care,38.0,0.1,0.1
3342,2013, EAV-180202-G, Wastes (special requirements to prevent infection),46.0,0.9,0.7
3343,2013, EAV-180205-G, Chemicals consisting of or cont. hazardous subst.,6.0,0.0,0.0
3344,2013, EAV-180207-G, Cytotoxic and cytostatic medicines,0.0,0.0,0.0
3345,2013, EAV-19, Wastes from waste management facilities etc.,1627.0,6196.3,2986.6
3346,2013, EAV-190105-G," Incineration,pyrolysis: Filter cake fr.gas treat.",28.0,37.4,22.3
3347,2013, EAV-190106-G," Incineration, pyrolysis: Aqueous liquid wastes",32.0,56.5,17.4
3348,2013, EAV-190107-G," Incineration,pyrolysis: Solid wastes fr.gas treat.",121.0,718.2,380.3
3349,2013, EAV-190110-G,"Incineration, pyrolysis: Spent activated carbon",16.0,4.7,2.9
3350,2013, EAV-190111-G," Incineration, pyrolysis: Bottom ash and slag",92.0,588.0,316.6
3351,2013, EAV-190113-G," Incineration, pyrolysis: Fly ash cont. haza. subst.",125.0,637.3,391.8
3352,2013, EAV-190115-G," Incineration, pyrolysis: Boiler dust cont.haza.sub.",39.0,75.4,43.8
3353,2013, EAV-190117-G, Pyrolysis wastes containing hazardous substances,11.0,1.0,1.0
3354,2013, EAV-190204-G, Premixed wastes comp.of at least one hazard. waste,95.0,661.2,152.3
3355,2013, EAV-190205-G, Sludges from physico/chemical treatment,400.0,319.6,190.4
3356,2013, EAV-190207-G, Oil and concentrates from separation,144.0,135.5,67.0
3357,2013, EAV-190208-G, Liquid combustible wastes cont. haza. substances,29.0,34.8,24.4
3358,2013, EAV-190209-G, Solid combustible wastes cont. hazardous subst.,10.0,5.2,2.1
3359,2013, EAV-190211-G, Other wastes containing hazardous substances,18.0,4.2,3.1
3360,2013, EAV-190304-G," Wastes marked as hazardous, partially stabilized",12.0,108.4,8.1
3361,2013, EAV-190306-G," Wastes marked as hazardous, solidified",13.0,341.3,79.4
3362,2013, EAV-190402-G, Fly ash and other flue-gas treatment wastes,0.0,0.0,0.0
3363,2013, EAV-190403-G,Non-vitrified solid phase,0.0,0.0,0.0
3364,2013, EAV-190702-G, Landfill leachate containing hazardous substances,85.0,280.7,190.8
3365,2013, EAV-190806-G, Saturated or spent ion exchange resins,52.0,0.6,0.5
3366,2013, EAV-190807-G," Solutions, sludges fr. regenerate. of ion exchangers",0.0,0.0,0.0
3367,2013, EAV-190808-G, Membrane system waste containing heavy metals,6.0,11.9,10.0
3368,2013, EAV-190810-G," Grease,oil mixture from oil/water sep.(ex.190809)",13.0,1.6,0.6
3369,2013, EAV-190811-G, Sludges from bio. treat. of industrial waste water,25.0,193.0,185.2
3370,2013, EAV-190813-G, Sludges from other treat.of industrial waste water,217.0,132.3,113.5
3371,2013, EAV-191003-G, Fluff-light fraction and dust,15.0,24.9,18.5
3372,2013, EAV-191005-G, Other fractions containing hazardous substances,5.0,3.9,0.8
3373,2013, EAV-191101-G, Oil regeneration: Spent filter clays,10.0,3.7,3.0
3374,2013, EAV-191102-G, Oil regeneration: Acid tars,0.0,0.0,0.0
3375,2013, EAV-191103-G, Oil regeneration: Aqueous liquid wastes,5.0,0.7,0.6
3376,2013, EAV-191104-G, Oil regen.: Wastes fr. cleaning of fuel with bases,0.0,0.0,0.0
3377,2013, EAV-191105-G,Oil regen.: Sludges from on-site effluent treat.,14.0,1.6,1.6
3378,2013, EAV-191107-G, Oil regeneration: Wastes from flue-gas cleaning,0.0,0.0,0.0
3379,2013, EAV-191206-G, Mech.treatm.of waste: Wood cont. hazardous subs.,254.0,874.9,357.0
3380,2013, EAV-191211-G, Other wastes (including mixtures of materials),230.0,733.9,350.2
3381,2013, EAV-191301-G, Solid wastes from soil remediation,34.0,163.7,47.9
3382,2013, EAV-191303-G, Sludges from soil remediation,8.0,37.6,0.5
3383,2013, EAV-191305-G, Sludges from groundwater remediation,24.0,0.9,0.8
3384,2013, EAV-191307-G," Aqueous liquid wastes,concentrates fr.groundw.rem.",22.0,1.6,1.6
3385,2013, EAV-20," Municipal wastes (household wastes, similar wastes)",731.0,104.4,86.0
3386,2013, EAV-200113-G, Solvents,270.0,7.5,6.5
3387,2013, EAV-200114-G, acids,240.0,1.4,1.1
3388,2013, EAV-200115-G, alkalines,229.0,1.3,1.2
3389,2013, EAV-200117-G, Photochemicals,162.0,0.5,0.4
3390,2013, EAV-200119-G, Pesticides,250.0,1.9,1.5
3391,2013, EAV-200121-G, Fluorescent tubes and other mercury-cont. wasted,201.0,3.1,3.1
3392,2013, EAV-200123-G, Discarded equipment containing chlorofluorocarbons,83.0,11.1,9.9
3393,2013, EAV-200126-G, Oil and fat (except 200125),64.0,0.8,0.7
3394,2013, EAV-200127-G,"Paint, inks, adhesives and resins",357.0,22.0,18.3
3395,2013, EAV-200129-G, Detergents containing hazardous substances,73.0,0.6,0.5
3396,2013, EAV-200131-G, Cytotoxic and cytostatic medicines,6.0,0.0,0.0
3397,2013, EAV-200133-G, Batteries and accumulators (160601-160603),87.0,2.1,2.0
3398,2013, EAV-200135-G," Discarded electrical equipment (ex. 200121,23)",129.0,32.1,24.9
3399,2013, EAV-200137-G, Wood containing hazardous substances,74.0,19.9,15.8
3400,2014, EAV-01," Wastes resulting from exploration, mining of minerals",35.0,57.0,56.6
3401,2014, EAV-010304-G, Acid-generating tailings from proc.of sulphide ore,0.0,0.0,0.0
3402,2014, EAV-010305-G, Other tailings containing hazardous substances,0.0,0.0,0.0
3403,2014, EAV-010307-G," Wastes from phys.,chem. proc. of metal. minerals",0.0,0.0,0.0
3404,2014, EAV-010407-G," Wastes from phys.,chem. proc. of non-met. minerals",5.0,26.9,26.9
3405,2014, EAV-010505-G, Oil-containing drilling muds and wastes,26.0,16.5,16.2
3406,2014, EAV-010506-G," Drilling muds, wastes cont. hazardous substances",0.0,0.0,0.0
3407,2014, EAV-02," Wastes from agriculture, horticulture, forestry etc.",60.0,1.5,1.2
3408,2014, EAV-020108-G, Agrochemical waste containing hazardous substances,60.0,1.5,1.2
3409,2014, EAV-03,Wastes from wood processing etc.,23.0,1.0,1.0
3410,2014, EAV-030104-G," Sawdust, shavings, cuttings, wood, particle board",4.0,0.8,0.8
3411,2014, EAV-030201-G, Non-halogenated organic wood preservatives,6.0,0.0,0.0
3412,2014, EAV-030202-G, Organochlorinated wood preservatives,4.0,0.1,0.1
3413,2014, EAV-030203-G, Organometallic wood preservatives,0.0,0.0,0.0
3414,2014, EAV-030204-G, Inorganic wood preservatives,0.0,0.0,0.0
3415,2014, EAV-030205-G, Other wood preservatives cont. hazardous subst.,9.0,0.1,0.0
3416,2014, EAV-04," Wastes from the leather, fur, textile industries",5.0,0.2,0.2
3417,2014, EAV-040103-G, Degreasing wastes cont. solve. without liquid phase,0.0,0.0,0.0
3418,2014, EAV-040214-G, Wastes from finishing containing organic solvents,0.0,0.0,0.0
3419,2014, EAV-040216-G, Dyestuffs and pigments cont. hazardous substances,0.0,0.0,0.0
3420,2014, EAV-040219-G, Textile ind.: Sludges from on-site effl. treatm.,3.0,0.0,0.0
3421,2014, EAV-05," Wastes from petrol. refining, natural gas purification.",149.0,78.8,69.5
3422,2014, EAV-050102-G, Petroleum refining: Desalter sludges,0.0,0.0,0.0
3423,2014, EAV-050103-G, Petroleum refining: Tank bottom sludges,50.0,31.7,30.7
3424,2014,EAV-050104-G, Petroleum refining: Acid alkyl sludges,0.0,0.0,0.0
3425,2014, EAV-050105-G, Petroleum refining: Oil spills,0.0,0.0,0.0
3426,2014, EAV-050106-G, Petroleum ref.: Oily sludges from maint. operat.,63.0,22.1,15.0
3427,2014, EAV-050107-G, Petroleum refining: Acid tars,0.0,0.0,0.0
3428,2014, EAV-050108-G, Petroleum refining: Other tars,4.0,0.2,0.2
3429,2014, EAV-050109-G, Petroleum ref.: Sludges from on-site effl. treatm.,12.0,10.3,10.2
3430,2014, EAV-050111-G, Petrol.ref.:Wastes from clean. of fuels with bases,0.0,0.0,0.0
3431,2014, EAV-050112-G, Petroleum refining: Oil containing acids,0.0,0.0,0.0
3432,2014, EAV-050115-G, Petroleum refining: Spent filter clays,14.0,1.4,0.4
3433,2014, EAV-050601-G, Pyrolytic treatment of coal: Acid tars,0.0,0.0,0.0
3434,2014, EAV-050603-G, Pyrolytic treatment of coal: Other tars,40.0,12.4,12.3
3435,2014, EAV-050701-G, Natural gas purif.: Wastes containing mercury,7.0,0.3,0.3
3436,2014, EAV-06, Wastes from inorganic chemical processes,999.0,366.6,318.3
3437,2014, EAV-060101-G, Sulfuric acid and sulphurous acid,175.0,121.7,119.9
3438,2014, EAV-060102-G, hydrochloric acid,51.0,9.5,8.2
3439,2014, EAV-060103-G, hydrofluoric acid,11.0,0.1,0.1
3440,2014,EAV-060104-G, Phosphoric and phosphorous acid,38.0,1.0,1.0
3441,2014, EAV-060105-G, Nitric acid and nitrous acid,48.0,1.4,1.3
3442,2014, EAV-060106-G, Other acids,248.0,23.3,19.6
3443,2014, EAV-060201-G, calcium hydroxide,12.0,1.0,1.0
3444,2014, EAV-060203-G, Ammonium hydroxide,60.0,8.7,8.1
3445,2014, EAV-060204-G, Sodium and potassium hydroxide,47.0,9.7,7.8
3446,2014, EAV-060205-G, Other bases,249.0,25.1,21.9
3447,2014, EAV-060311-G, Solid salts and solutions containing cyanides,27.0,0.5,0.4
3448,2014, EAV-060313-G, Solid salts and solutions containing heavy metals,133.0,9.9,8.5
3449,2014, EAV-060315-G, Metallicoxides containing heavy metals,28.0,3.3,3.3
3450,2014, EAV-060403-G, Wastes containing arsenic,17.0,0.8,0.7
3451,2014, EAV-060404-G, Wastes containing mercury,121.0,2.0,1.8
3452,2014, EAV-060405-G, Wastes containing other heavy metals,98.0,62.6,33.3
3453,2014, EAV-060502-G, Sludges from on-site effluent treatment,96.0,63.0,59.4
3454,2014, EAV-060602-G, Wastes containing hazardous sulphides,6.0,0.5,0.5
3455,2014, EAV-060701-G, Wastes containing asbestos from electrolysis,0.0,0.0,0.0
3456,2014, EAV-060702-G, Activated carbon from chlorine production,0.0,0.0,0.0
3457,2014, EAV-060703-G,Barium sulphate sludge containing mercury,0.0,0.0,0.0
3458,2014, EAV-060704-G," Solutions and acids, for example contact acid",3.0,0.6,0.0
3459,2014, EAV-060802-G, Waste containing hazardous chlorocyanes,8.0,5.3,5.3
3460,2014, EAV-060903-G, Calcium-based reaction wastes,0.0,0.0,0.0
3461,2014, EAV-061002-G, Nitrogen chemicals: Wastes cont. hazardous subst.,8.0,0.1,0.1
3462,2014, EAV-061301-G, Inorganic plant protection products etc.,35.0,0.2,0.1
3463,2014, EAV-061302-G, Spent activated carbon (except 060702),68.0,3.9,3.7
3464,2014, EAV-061304-G, Wastes from asbestos processing,7.0,1.1,0.5
3465,2014, EAV-061305-G, Soot,0.0,0.0,0.0
3466,2014, EAV-07, Wastes from organic chemical processes,1728.0,1194.0,1124.5
3467,2014, EAV-070101-G," Organic chem.: Aqueous washing liquids, mother liq.",159.0,47.5,40.5
3468,2014, EAV-070103-G, Organic chem.: Organic halogenated solvents etc.,99.0,25.9,24.4
3469,2014, EAV-070104-G, Organic chem.: Other organic solvents etc.,352.0,106.5,94.8
3470,2014, EAV-070107-G, Organic chem.: Halogenated still bottoms etc.,39.0,38.3,37.9
3471,2014, EAV-070108-G," Organic chem.: Other still bottoms,reaction residue.",132.0,84.8,76.9
3472,2014, EAV-070109-G,"Organic chem.: Halogenated filter cakes, spent abs.",12.0,0.5,0.5
3473,2014, EAV-070110-G," Organic chem.: Other filter cakes, spent absorbents",41.0,2.9,2.8
3474,2014, EAV-070111-G, Organic chem.: Sludges from on-site effl. treatment.,44.0,10.9,10.4
3475,2014, EAV-070201-G," Plastics: Aqueous washing liquids, mother liquors",74.0,32.3,32.0
3476,2014, EAV-070203-G, Plastics: Organic halogenated solvents etc.,35.0,2.3,2.3
3477,2014, EAV-070204-G," Plastics: Other organic solvents,washing liq. etc.",153.0,39.5,39.0
3478,2014, EAV-070207-G," Plastics: Halogenated still bottoms, react. residence.",43.0,6.5,6.5
3479,2014, EAV-070208-G," Plastics: Other still bottoms, reaction residues",380.0,76.3,71.6
3480,2014, EAV-070209-G," Plastics: Halogenated filter cakes, spent absorb.",8.0,0.2,0.2
3481,2014, EAV-070210-G, Plastics: Other filter cakes and spent absorbents,38.0,4.1,4.0
3482,2014, EAV-070211-G, Plastics: Sludges from on-site effluent treatment,15.0,1.5,1.2
3483,2014, EAV-070214-G, Plastics: Wastes from additives cont. haza. subst.,44.0,4.3,3.9
3484,2014, EAV-070216-G, Plastics: Waste containing hazardous silicones,6.0,0.7,0.7
3485,2014, EAV-070301-G,"Organic dyes: Aqueous washing liquids, mother liq.",31.0,5.9,5.3
3486,2014, EAV-070303-G, Organic dyes: Organic halogenated solvents etc.,22.0,2.0,0.8
3487,2014, EAV-070304-G, Organic dyes: Other organic solvents etc.,219.0,36.5,31.7
3488,2014, EAV-070307-G, Organic dyes: Halogenated still bottoms etc.,7.0,0.7,0.7
3489,2014, EAV-070308-G," Organic dyes: Other still bottoms, reaction residue.",29.0,4.5,4.1
3490,2014, EAV-070309-G," Organic dyes: Halogenated filter cakes, spent abs.",4.0,0.2,0.2
3491,2014, EAV-070310-G," Organic dyes: Other filter cakes, spent absorbents",9.0,0.7,0.7
3492,2014, EAV-070311-G, Organic dyes: Sludges from on-site effl. treatment.,4.0,0.1,0.1
3493,2014, EAV-070401-G, Org.plant prot.: Aqueous washing liquids etc.,19.0,32.1,32.1
3494,2014, EAV-070403-G, Org.plant prot.: Organic halogenated solvents etc.,16.0,90.8,88.5
3495,2014, EAV-070404-G, Org.plant prot.: Other organic solvents etc.,16.0,30.0,29.7
3496,2014, EAV-070407-G, Org.plant prot.: Halogenated still bottoms etc.,11.0,34.6,34.6
3497,2014, EAV-070408-G," Org.plant prot.: Other still bottoms, react.resid.",7.0,7.6,7.6
3498,2014, EAV-070409-G,Org.plant prot.: Halogenated filter cakes etc.,5.0,0.3,0.3
3499,2014, EAV-070410-G," Org.plant prot.: Other filter cakes, absorb spent.",8.0,0.7,0.6
3500,2014, EAV-070411-G, Org.plant prot.: Sludges from on-site effl.treatm.,0.0,0.0,0.0
3501,2014, EAV-070413-G, Org.plant prot.: Solid wastes cont. haza. subst.,12.0,0.2,0.2
3502,2014, EAV-070501-G, Pharmaceuticals: Aqueous washing liquids etc.,44.0,70.0,69.6
3503,2014, EAV-070503-G, Pharmaceuticals: Organic halogenated solvents etc.,50.0,14.4,14.0
3504,2014, EAV-070504-G, Pharmaceuticals: Other organic solvents etc.,88.0,68.4,68.2
3505,2014, EAV-070507-G, Pharmaceuticals: Halogenated still bottoms etc.,11.0,2.3,2.3
3506,2014, EAV-070508-G," Pharmaceuticals: Other still bottoms, react.resid.",52.0,4.4,4.2
3507,2014, EAV-070509-G, Pharmaceuticals: Halogenated filter cakes etc.,11.0,0.2,0.2
3508,2014, EAV-070510-G," Pharmaceuticals: Other filter cakes, spent absorb.",18.0,2.3,2.2
3509,2014, EAV-070511-G, Pharmaceuticals: Sludges from on-site effl.treatm.,5.0,0.6,0.6
3510,2014, EAV-070513-G, Pharmaceuticals: Solid wastes cont.haza.substances,40.0,1.4,1.4
3511,2014, EAV-070601-G,"Fats,soaps: Aqueous washing liquids,mother liquors",109.0,31.7,30.2
3512,2014, EAV-070603-G," Fats, soaps: Organic halogenated solvents etc.",23.0,0.6,0.4
3513,2014, EAV-070604-G," Fats, soaps: Other organic solvents etc.",81.0,7.3,6.8
3514,2014, EAV-070607-G," Fats,soaps: Halogenated still bottoms,react.resid.",4.0,0.2,0.1
3515,2014, EAV-070608-G," Fats,soaps: Other still bottoms, reaction residues",138.0,42.4,40.0
3516,2014, EAV-070609-G," Fats,soaps: Halogenated filter cakes,spent absorb.",0.0,0.0,0.0
3517,2014, EAV-070610-G," Fats, soaps: Other filter cakes, spent absorbents",20.0,2.0,1.9
3518,2014, EAV-070611-G," Fats, soaps: Sludges from on-site effluent treatment.",6.0,1.4,1.4
3519,2014, EAV-070701-G," Fine chem.: Aqueous washing liquids, mother liquors",152.0,82.3,70.7
3520,2014, EAV-070703-G, Fine chem.: Organic halogenated solvents etc.,105.0,26.0,24.6
3521,2014, EAV-070704-G, Fine chem.: Other organic solvents etc.,172.0,53.6,50.0
3522,2014, EAV-070707-G," Fine chem.: Halogenated still bottoms,react.resid.",33.0,7.3,7.0
3523,2014, EAV-070708-G," Fine chem.: Other still bottoms, reaction residues",81.0,38.1,37.0
3524,2014, EAV-070709-G,"Fine chem.: Halogenated filter cakes, spent absorb.",21.0,0.6,0.5
3525,2014, EAV-070710-G," Fine chem.: Other filter cakes, spent absorbents",46.0,2.9,2.7
3526,2014, EAV-070711-G, Fine chem.: Sludges from on-site effluent treatm.,21.0,1.5,1.4
3527,2014, EAV-08," Wastes from the MFSU of coatings, adhesives etc.",1371.0,200.9,169.4
3528,2014, EAV-080111-G," Waste paint, varnish containing organic solvents",698.0,70.1,54.9
3529,2014, EAV-080113-G, Sludges from paint and varnish cont. org. solvents,376.0,38.9,31.7
3530,2014, EAV-080115-G," Paint,varnish: Aqueous sludges cont. paint etc.",152.0,18.2,16.2
3531,2014, EAV-080117-G, Wastes from paint or varnish removal cont.org.sol.,163.0,24.5,22.7
3532,2014, EAV-080119-G, Aqueous suspensions cont. paint or varnish,51.0,12.2,11.8
3533,2014, EAV-080121-G, Waste paint or varnish remover,11.0,0.3,0.3
3534,2014, EAV-080312-G, Waste ink containing hazardous substances,115.0,6.3,5.3
3535,2014, EAV-080314-G, Ink sludges containing hazardous substances,49.0,4.4,4.3
3536,2014, EAV-080316-G, Waste etching solutions,0.0,0.0,0.0
3537,2014, EAV-080317-G, Waste printing toner cont. hazardous substances,0.0,0.0,0.0
3538,2014, EAV-080319-G, Disperse oil,25.0,0.6,0.3
3539,2014,EAV-080409-G, Waste adhesives and sealants cont.organic solvents,288.0,23.3,20.1
3540,2014, EAV-080411-G, Adhesive and sealant sludges cont.organic solvents,10.0,0.4,0.3
3541,2014, EAV-080413-G," Adhesives,sealants: Aqueous sludges cont.adhesives",12.0,0.4,0.4
3542,2014, EAV-080415-G," Adhesives,sealants: Aqueous liquid waste cont.adh.",11.0,0.5,0.5
3543,2014, EAV-080417-G," Adhesives, sealants: Rosin oil",0.0,0.0,0.0
3544,2014, EAV-080501-G, Waste isocyanates,45.0,0.8,0.5
3545,2014, EAV-09, Wastes from the photographic industry,195.0,20.9,17.3
3546,2014, EAV-090101-G, Water-based developer and activator solutions,110.0,5.3,4.7
3547,2014, EAV-090102-G, Water-based offset plate developer solutions,95.0,8.6,7.3
3548,2014, EAV-090103-G, Solvent-based developer solutions,11.0,0.0,0.0
3549,2014, EAV-090104-G, fixer solutions,92.0,4.2,3.4
3550,2014, EAV-090105-G, Bleach solutions and bleach fixer solutions,34.0,2.1,2.0
3551,2014, EAV-090106-G, Wastes cont. silver from on-site treatment. of photo.,0.0,0.0,0.0
3552,2014, EAV-090111-G, Single-use cameras cont. batteries (160601-160603),0.0,0.0,0.0
3553,2014, EAV-090113-G, Aq.liq.waste fr. on-site recl.of silver(ex.090106),0.0,0.0,0.0
3554,2014,EAV-10, Wastes from thermal processes,711.0,808.1,761.9
3555,2014, EAV-100104-G, Oil fly ash and boiler dust,25.0,3.1,3.0
3556,2014, EAV-100109-G, Sulfuric acid,0.0,0.0,0.0
3557,2014, EAV-100113-G, Fly ash from emulsified hydrocarbons used as fuel,0.0,0.0,0.0
3558,2014, EAV-100114-G," Bottom ash,slag,boiler dust from co-incineration",41.0,41.9,41.7
3559,2014, EAV-100116-G, Fly ash from co-incineration,29.0,19.3,18.7
3560,2014, EAV-100118-G, Wastes from gas cleaning cont. hazardous subst.,123.0,25.6,25.6
3561,2014, EAV-100120-G, Power stations: Sludges from on-site effl. treatment.,5.0,1.5,1.5
3562,2014, EAV-100122-G, Power stations: Aqueous sludges from boiler clean.,5.0,1.3,1.3
3563,2014, EAV-100207-G," Iron, steel: Solid wastes from gas treatment",66.0,222.9,222.2
3564,2014, EAV-100211-G," Iron,steel: Wastes fr.cooling-water treat.cont.oil",0.0,0.0,0.0
3565,2014, EAV-100213-G," Iron, steel: Sludges, filter cakes from gas treatm.",12.0,97.6,95.3
3566,2014, EAV-100304-G, Aluminium: Primary production slags,3.0,2.3,2.3
3567,2014, EAV-100308-G, Aluminium: Salt slags from secondary production,14.0,234.4,208.9
3568,2014, EAV-100309-G, Aluminium: Black dross from secondary production,0.0,0.0,0.0
3569,2014,EAV-100315-G, Aluminium: Skimmings that are flammable etc.,54.0,30.1,26.8
3570,2014, EAV-100317-G, Aluminium: Tar-containing wastes from anode manuf.,5.0,0.9,0.6
3571,2014, EAV-100319-G, Aluminum: Flue-gas dust cont. hazardous subst.,15.0,0.9,0.9
3572,2014, EAV-100321-G, Aluminum: Other particulates and dust,10.0,2.3,2.3
3573,2014, EAV-100323-G, Aluminum: Solid wastes from gas treatment,28.0,16.2,15.0
3574,2014, EAV-100325-G," Aluminium: Sludges, filter cakes from gas treatment.",3.0,0.3,0.3
3575,2014, EAV-100327-G, Aluminium: Wastes fr.cooling-water treatm.cont.oil,3.0,0.2,0.2
3576,2014, EAV-100329-G, Aluminium: Wastes from treatment. of salt slags etc.,0.0,0.0,0.0
3577,2014, EAV-100401-G, Lead: Slags from primary and secondary production,8.0,25.2,25.2
3578,2014, EAV-100402-G," Lead: Dross, skimmings from primary, second. prod.",54.0,8.2,8.1
3579,2014, EAV-100403-G, Lead: Calcium arsenate,0.0,0.0,0.0
3580,2014, EAV-100404-G, Lead: Flue-gas dust,3.0,0.1,0.1
3581,2014, EAV-100405-G, Lead: Other particulates and dust,11.0,8.6,4.2
3582,2014, EAV-100406-G, Lead: Solid wastes from gas treatment,0.0,0.0,0.0
3583,2014, EAV-100407-G,Lead: Sludges and filter cakes from gas treatment,0.0,0.0,0.0
3584,2014, EAV-100409-G, Lead: Wastes from cooling-water treatment. cont. oil,0.0,0.0,0.0
3585,2014, EAV-100503-G, Zinc: Flue-gas dust,8.0,0.4,0.4
3586,2014, EAV-100505-G, Zinc: Solid waste from gas treatment,6.0,0.3,0.3
