Year,WZ2008(2-digit),Waste generation,,Waste types,establishments,Amount of waste generated
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-03,"Waste from wood processing, etc",3,0
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-05,"Waste from petroleum refining, natural gas purification",3,0
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-06,Waste from inorganic chemical processes,4,0
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-07,Waste from organic chemical processes,6,0.1
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-08,"Waste from MFSU from coatings, adhesives, etc",6,0
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-10,Waste from thermal processes,4,0.1
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-12,Waste from mechanical shaping processes,3,0.1
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-13,waste oil and liquid fuel waste,109,1
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-14,"Waste from organic solvents, coolants",12,0
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-15,"Packaging waste, absorbent masses, wipes",321,16.4
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-16,Waste not included elsewhere in the inventory,118,1
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-17,construction and demolition waste,113,8.8
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-18,Waste from medical supplies,5,0.2
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-19,"Waste from waste treatment plants, etc",16,0.4
2018,WZ08-01-03,"Agriculture and forestry, fisheries",EAV-20,Municipal waste (household waste and similar waste),342,17.9
2018,,,,In total,366,423.9
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-02,"Waste from agriculture, forestry, etc",8,0.2
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-06,Waste from inorganic chemical processes,10,0.3
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-07,Waste from organic chemical processes,10,0.1
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-08,Waste from thermal processes,17,0
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-10,Waste from chemical surface treatment,8,9.3
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-11,,6,0
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-12,Waste from mechanical shaping processes,14,0.5
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-13,waste oil and liquid fuel waste,37,3.1
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-14,"Waste from organic solvents, coolants",9,0
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-15,"Packaging waste, absorbent masses, wipes",45,2.9
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-16,Waste not included elsewhere in the inventory,32,13.6
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-17,construction and demolition waste,35,414.4
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-19,"Waste from waste treatment plants, etc",14,9
2018,WZ08-05-02,Mining and quarrying of stone and earth,EAV-20,Municipal waste (household waste and similar waste),49,7.5
2018,,,,In total,49,463.3
2018,WZ08-10-01,food industry and tobacco processing,EAV-02,"Waste from agriculture, forestry, etc",1086,5015.5
2018,WZ08-10-01,food industry and tobacco processing,EAV-03,"Waste from wood processing, etc",5,0.1
2018,WZ08-10-01,food industry and tobacco processing,EAV-05,"Waste from petroleum refining, natural gas purification",11,0
2018,WZ08-10-01,food industry and tobacco processing,EAV-06,Waste from inorganic chemical processes,102,27.1
2018,WZ08-10-01,food industry and tobacco processing,EAV-07,Waste from organic chemical processes,135,25
2018,WZ08-10-01,food industry and tobacco processing,EAV-08,"Waste from MFSU from coatings, adhesives, etc",142,0.2
2018,WZ08-10-01,food industry and tobacco processing,EAV-10,Waste from thermal processes,43,82.3
2018,WZ08-10-01,food industry and tobacco processing,EAV-11,Waste from chemical surface treatment,26,0.1
2018,WZ08-10-01,food industry and tobacco processing,EAV-12,Waste from mechanical shaping processes,113,2.1
2018,WZ08-10-01,food industry and tobacco processing,EAV-13,waste oil and liquid fuel waste,519,5.3
2018,WZ08-10-01,food industry and tobacco processing,EAV-14,"Waste from organic solvents, coolants",128,0.1
2018,WZ08-10-01,food industry and tobacco processing,EAV-15,"Packaging waste, absorbent masses, wipes",1342,543.8
2018,WZ08-10-01,food industry and tobacco processing,EAV-16,Waste not included elsewhere in the inventory,438,3.1
2018,WZ08-10-01,food industry and tobacco processing,EAV-17,construction and demolition waste,642,127.5
2018,WZ08-10-01,food industry and tobacco processing,EAV-18,Waste from medical supplies,12,0.1
2018,WZ08-10-01,food industry and tobacco processing,EAV-19,"Waste from waste treatment plants, etc",263,102.3
2018,WZ08-10-01,food industry and tobacco processing,EAV-20,Municipal waste (household waste and similar waste),1379,383.3
2018,,,,In total,1451,6318.3
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-02,"Waste from agriculture, forestry, etc",8,0.3
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-03,"Waste from wood processing, etc",7,0.1
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-04,"Waste from the leather, fur and textile industries",248,94.4
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-06,Waste from inorganic chemical processes,28,0.1
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-07,Waste from organic chemical processes,91,11.8
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-08,"Waste from MFSU from coatings, adhesives, etc",96,3.7
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-10,Waste from thermal processes,10,2.4
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-11,Waste from chemical surface treatment,14,0.3
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-12,Waste from mechanical shaping processes,52,0.6
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-13,waste oil and liquid fuel waste,128,2.4
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-14,"Waste from organic solvents, coolants",39,0.4
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-15,"Packaging waste, absorbent masses, wipes",468,55
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-16,Waste not included elsewhere in the inventory,122,1.9
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-17,construction and demolition waste,200,7.2
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-19,"Waste from waste treatment plants, etc",49,11.3
2018,WZ08-13-03,"Textile and clothing industry, leather industry",EAV-20,Municipal waste (household waste and similar waste),467,37.8
2018,,,,In total,503,229.7
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-02,"Waste from agriculture, forestry, etc",12,0.1
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-03,"Waste from wood processing, etc",198,3202.5
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-06,Waste from inorganic chemical processes,15,0.1
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-07,Waste from organic chemical processes,50,2.4
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-08,"Waste from MFSU from coatings, adhesives, etc",132,7.4
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-10,Waste from thermal processes,143,157.9
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-11,Waste from chemical surface treatment,10,0.1
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-12,Waste from mechanical shaping processes,54,1.8
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-13,waste oil and liquid fuel waste,101,2.8
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-14,"Waste from organic solvents, coolants",23,0.1
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-15,"Packaging waste, absorbent masses, wipes",307,36.1
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-16,Waste not included elsewhere in the inventory,95,3.8
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-17,construction and demolition waste,183,52.6
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-19,"Waste from waste treatment plants, etc",40,79.8
2018,WZ08-16,"Hv wood, wicker, basket and cork goods (without furniture)",EAV-20,Municipal waste (household waste and similar waste),329,34.8
2018,,,,In total,348,3582.6
2018,WZ08-17-03,paper and printing trades,EAV-02,"Waste from agriculture, forestry, etc",49,1
2018,WZ08-17-03,paper and printing trades,EAV-03,"Waste from wood processing, etc",303,4423.8
2018,WZ08-17-03,paper and printing trades,EAV-04,"Waste from the leather, fur and textile industries",10,7.5
2018,WZ08-17-03,paper and printing trades,EAV-06,Waste from inorganic chemical processes,63,3.5
2018,WZ08-17-03,paper and printing trades,EAV-07,Waste from organic chemical processes,185,21.4
2018,WZ08-17-03,paper and printing trades,EAV-08,"Waste from MFSU from coatings, adhesives, etc",638,55
2018,WZ08-17-03,paper and printing trades,EAV-09,waste from the photographic industry,277,18.9
2018,WZ08-17-03,paper and printing trades,EAV-10,Waste from thermal processes,31,242.3
2018,WZ08-17-03,paper and printing trades,EAV-11,Waste from chemical surface treatment,52,0.7
2018,WZ08-17-03,paper and printing trades,EAV-12,Waste from mechanical shaping processes,123,6.8
2018,WZ08-17-03,paper and printing trades,EAV-13,waste oil and liquid fuel waste,368,3.6
2018,WZ08-17-03,paper and printing trades,EAV-14,"Waste from organic solvents, coolants",239,9.2
2018,WZ08-17-03,paper and printing trades,EAV-15,"Packaging waste, absorbent masses, wipes",943,574.5
2018,WZ08-17-03,paper and printing trades,EAV-16,Waste not included elsewhere in the inventory,330,9.2
2018,WZ08-17-03,paper and printing trades,EAV-17,construction and demolition waste,509,101.6
2018,WZ08-17-03,paper and printing trades,EAV-18,Waste from medical supplies,3,0
2018,WZ08-17-03,paper and printing trades,EAV-19,"Waste from waste treatment plants, etc",158,113.7
2018,WZ08-17-03,paper and printing trades,EAV-20,Municipal waste (household waste and similar waste),1005,959.5
2018,WZ08-17-03,paper and printing trades,EAV-99,Hazardous waste,-,-
2018,,,,In total,1039,6552.3
2018,WZ08-19,coking plant and petroleum processing,EAV-01,Waste from the extraction of mineral resources,-,-
2018,WZ08-19,coking plant and petroleum processing,EAV-02,"Waste from agriculture, forestry, etc",8,0.2
2018,WZ08-19,coking plant and petroleum processing,EAV-05,"Waste from petroleum refining, natural gas purification",22,40.8
2018,WZ08-19,coking plant and petroleum processing,EAV-06,Waste from inorganic chemical processes,15,40.7
2018,WZ08-19,coking plant and petroleum processing,EAV-07,Waste from organic chemical processes,26,12.2
2018,WZ08-19,coking plant and petroleum processing,EAV-08,"Waste from MFSU from coatings, adhesives, etc",11,0.1
2018,WZ08-19,coking plant and petroleum processing,EAV-10,Waste from thermal processes,10,166
2018,WZ08-19,coking plant and petroleum processing,EAV-11,Waste from chemical surface treatment,6,0.1
2018,WZ08-19,coking plant and petroleum processing,EAV-12,Waste from mechanical shaping processes,26,5.8
2018,WZ08-19,coking plant and petroleum processing,EAV-13,waste oil and liquid fuel waste,38,19.2
2018,WZ08-19,coking plant and petroleum processing,EAV-14,"Waste from organic solvents, coolants",15,0.4
2018,WZ08-19,coking plant and petroleum processing,EAV-15,"Packaging waste, absorbent masses, wipes",48,5.5
2018,WZ08-19,coking plant and petroleum processing,EAV-16,Waste not included elsewhere in the inventory,39,26
2018,WZ08-19,coking plant and petroleum processing,EAV-17,construction and demolition waste,38,133.6
2018,WZ08-19,coking plant and petroleum processing,EAV-18,Waste from medical supplies,4,0
2018,WZ08-19,coking plant and petroleum processing,EAV-19,"Waste from waste treatment plants, etc",21,25.9
2018,WZ08-19,coking plant and petroleum processing,EAV-20,Municipal waste (household waste and similar waste),47,10
2018,,,,In total,50,486.5
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-01,Waste from the extraction of mineral resources,27,927
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-02,"Waste from agriculture, forestry, etc",233,429.3
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-03,"Waste from wood processing, etc",69,23.7
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-04,"Waste from the leather, fur and textile industries",34,8.7
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-05,"Waste from petroleum refining, natural gas purification",21,17
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-06,Waste from inorganic chemical processes,455,400.7
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-07,Waste from organic chemical processes,1739,1516.4
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-08,"Waste from MFSU from coatings, adhesives, etc",945,103.6
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-09,waste from the photographic industry,17,1.6
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-10,Waste from thermal processes,150,381.4
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-11,Waste from chemical surface treatment,234,34.6
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-12,Waste from mechanical shaping processes,930,92.8
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-13,waste oil and liquid fuel waste,1278,49.2
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-14,"Waste from organic solvents, coolants",557,13.3
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-15,"Packaging waste, absorbent masses, wipes",2820,594.9
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-16,Waste not included elsewhere in the inventory,1386,193.8
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-17,construction and demolition waste,1654,1347.8
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-18,Waste from medical supplies,147,12.7
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-19,"Waste from waste treatment plants, etc",451,1055.1
2018,WZ08-20-03,"chem. and pharm. Articles, rubber, plastic goods",EAV-20,Municipal waste (household waste and similar waste),2823,525.8
2018,,,,In total,2987,7729.4
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-01,Waste from the extraction of mineral resources,23,52.1
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-02,"Waste from agriculture, forestry, etc",35,0.4
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-03,"Waste from wood processing, etc",70,12.8
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-05,"Waste from petroleum refining, natural gas purification",8,0.8
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-06,Waste from inorganic chemical processes,97,5
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-07,Waste from organic chemical processes,153,7.1
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-08,"Waste from MFSU from coatings, adhesives, etc",269,85.8
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-09,waste from the photographic industry,4,0
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-10,Waste from thermal processes,535,2805.8
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-11,Waste from chemical surface treatment,59,1.5
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-12,Waste from mechanical shaping processes,214,14.2
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-13,waste oil and liquid fuel waste,441,15.6
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-14,"Waste from organic solvents, coolants",128,0.4
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-15,"Packaging waste, absorbent masses, wipes",844,137.5
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-16,Waste not included elsewhere in the inventory,381,45.6
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-17,construction and demolition waste,600,334.8
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-19,"Waste from waste treatment plants, etc",124,144
2018,WZ08-23,"HvGlass, goods, ceramics, processing. of stones and earth",EAV-20,Municipal waste (household waste and similar waste),892,105.4
2018,,,,In total,940,3768.9
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-01,Waste from the extraction of mineral resources,5,2.3
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-02,"Waste from agriculture, forestry, etc",122,4.8
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-03,"Waste from wood processing, etc",36,2.4
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-04,"Waste from the leather, fur and textile industries",3,0.2
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-05,"Waste from petroleum refining, natural gas purification",13,3.8
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-06,Waste from inorganic chemical processes,334,72.2
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-07,Waste from organic chemical processes,381,15.4
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-08,"Waste from MFSU from coatings, adhesives, etc",689,16.9
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-09,waste from the photographic industry,35,0.1
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-10,Waste from thermal processes,387,6868.6
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-11,Waste from chemical surface treatment,570,481.8
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-12,Waste from mechanical shaping processes,1540,2170.5
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-13,waste oil and liquid fuel waste,1149,54.7
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-14,"Waste from organic solvents, coolants",423,7
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-15,"Packaging waste, absorbent masses, wipes",1835,225.7
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-16,Waste not included elsewhere in the inventory,944,517.7
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-17,construction and demolition waste,1190,1156.7
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-18,Waste from medical supplies,15,0
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-19,"Waste from waste treatment plants, etc",332,188.3
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-20,Municipal waste (household waste and similar waste),1792,481.3
2018,WZ08-24-03,"Metal production and processing, manuf. v.metal ore",EAV-99,Hazardous waste,-,-
2018,,,,In total,1912,12270.4
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-01,Waste from the extraction of mineral resources,10,0.2
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-02,"Waste from agriculture, forestry, etc",529,23.5
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-03,"Waste from wood processing, etc",84,15.9
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-04,"Waste from the leather, fur and textile industries",20,5.6
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-05,"Waste from petroleum refining, natural gas purification",9,0
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-06,Waste from inorganic chemical processes,566,42.5
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-07,Waste from organic chemical processes,1146,72.1
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-08,"Waste from MFSU from coatings, adhesives, etc",2339,195.1
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-09,waste from the photographic industry,82,0.5
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-10,Waste from thermal processes,333,287.1
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-11,Waste from chemical surface treatment,844,89
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-12,Waste from mechanical shaping processes,3397,3648.2
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-13,waste oil and liquid fuel waste,2449,72.9
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-14,"Waste from organic solvents, coolants",1317,17.3
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-15,"Packaging waste, absorbent masses, wipes",5086,846.2
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-16,Waste not included elsewhere in the inventory,2687,367.2
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-17,construction and demolition waste,3019,1269.6
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-18,Waste from medical supplies,46,0.1
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-19,"Waste from waste treatment plants, etc",608,152.3
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-20,Municipal waste (household waste and similar waste),5191,1270.2
2018,WZ08-26-03,"DV devices, electr. and optical production, vehicle construction, etc.",EAV-99,Hazardous waste,-,-
2018,,,,In total,5402,8375.5
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-01,Waste from the extraction of mineral resources,4,1.3
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-02,"Waste from agriculture, forestry, etc",25,5.1
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-03,"Waste from wood processing, etc",238,232.1
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-04,"Waste from the leather, fur and textile industries",21,1.6
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-05,"Waste from petroleum refining, natural gas purification",-,-
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-06,Waste from inorganic chemical processes,79,1.3
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-07,Waste from organic chemical processes,182,32.4
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-08,"Waste from MFSU from coatings, adhesives, etc",298,5.6
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-09,waste from the photographic industry,11,0
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-10,Waste from thermal processes,142,3.4
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-11,Waste from chemical surface treatment,116,3.6
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-12,Waste from mechanical shaping processes,354,38.6
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-13,waste oil and liquid fuel waste,200,1.3
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-14,"Waste from organic solvents, coolants",162,0.6
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-15,"Packaging waste, absorbent masses, wipes",906,87.9
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-16,Waste not included elsewhere in the inventory,250,3
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-17,construction and demolition waste,360,28.7
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-18,Waste from medical supplies,32,1.6
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-19,"Waste from waste treatment plants, etc",71,6.3
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-20,Municipal waste (household waste and similar waste),949,93
2018,WZ08-31-02,Manufacture of furniture and other goods,EAV-99,Hazardous waste,-,-
2018,,,,In total,995,547.5
2018,WZ08-35-01,"power supply, water supply",EAV-01,Waste from the extraction of mineral resources,8,0.8
2018,WZ08-35-01,"power supply, water supply",EAV-02,"Waste from agriculture, forestry, etc",100,11.6
2018,WZ08-35-01,"power supply, water supply",EAV-03,"Waste from wood processing, etc",5,1.4
2018,WZ08-35-01,"power supply, water supply",EAV-05,"Waste from petroleum refining, natural gas purification",8,0
2018,WZ08-35-01,"power supply, water supply",EAV-06,Waste from inorganic chemical processes,57,0.3
2018,WZ08-35-01,"power supply, water supply",EAV-07,Waste from organic chemical processes,90,2.6
2018,WZ08-35-01,"power supply, water supply",EAV-08,"Waste from MFSU from coatings, adhesives, etc",154,0.1
2018,WZ08-35-01,"power supply, water supply",EAV-09,waste from the photographic industry,6,0
2018,WZ08-35-01,"power supply, water supply",EAV-10,Waste from thermal processes,69,11485.7
2018,WZ08-35-01,"power supply, water supply",EAV-11,Waste from chemical surface treatment,27,0
2018,WZ08-35-01,"power supply, water supply",EAV-12,Waste from mechanical shaping processes,98,3.6
2018,WZ08-35-01,"power supply, water supply",EAV-13,waste oil and liquid fuel waste,278,11.3
2018,WZ08-35-01,"power supply, water supply",EAV-14,"Waste from organic solvents, coolants",62,0.1
2018,WZ08-35-01,"power supply, water supply",EAV-15,"Packaging waste, absorbent masses, wipes",462,19.8
2018,WZ08-35-01,"power supply, water supply",EAV-16,Waste not included elsewhere in the inventory,342,27.1
2018,WZ08-35-01,"power supply, water supply",EAV-17,construction and demolition waste,355,1116.1
2018,WZ08-35-01,"power supply, water supply",EAV-18,Waste from medical supplies,11,0
2018,WZ08-35-01,"power supply, water supply",EAV-19,"Waste from waste treatment plants, etc",176,809.8
2018,WZ08-35-01,"power supply, water supply",EAV-20,Municipal waste (household waste and similar waste),513,64.4
2018,,,,In total,526,13554.5
2018,WZ08-45-04,Services,EAV-01,Waste from the extraction of mineral resources,7,0.1
2018,WZ08-45-04,Services,EAV-02,"Waste from agriculture, forestry, etc",723,95.4
2018,WZ08-45-04,Services,EAV-03,"Waste from wood processing, etc",57,1.1
2018,WZ08-45-04,Services,EAV-04,"Waste from the leather, fur and textile industries",10,0.1
2018,WZ08-45-04,Services,EAV-06,Waste from inorganic chemical processes,232,40.2
2018,WZ08-45-04,Services,EAV-07,Waste from organic chemical processes,436,108.4
2018,WZ08-45-04,Services,EAV-08,"Waste from MFSU from coatings, adhesives, etc",472,2
2018,WZ08-45-04,Services,EAV-09,waste from the photographic industry,181,0.6
2018,WZ08-45-04,Services,EAV-10,Waste from thermal processes,41,0.9
2018,WZ08-45-04,Services,EAV-11,Waste from chemical surface treatment,99,1.4
2018,WZ08-45-04,Services,EAV-12,Waste from mechanical shaping processes,276,8.2
2018,WZ08-45-04,Services,EAV-13,waste oil and liquid fuel waste,554,17.8
2018,WZ08-45-04,Services,EAV-14,"Waste from organic solvents, coolants",263,1.4
2018,WZ08-45-04,Services,EAV-15,"Packaging waste, absorbent masses, wipes",2852,769.4
2018,WZ08-45-04,Services,EAV-16,Waste not included elsewhere in the inventory,1149,46.7
2018,WZ08-45-04,Services,EAV-17,construction and demolition waste,1371,1001.1
2018,WZ08-45-04,Services,EAV-18,Waste from medical supplies,844,265.3
2018,WZ08-45-04,Services,EAV-19,"Waste from waste treatment plants, etc",269,67.9
2018,WZ08-45-04,Services,EAV-20,Municipal waste (household waste and similar waste),3332,1185.3
,,,,In total,3377,3613.5
