GENESIS-Tabelle: 32151-0001
Abfallerzeuger, Abfallmengen (gefährliche Abfälle):;;;;;;;
Deutschland, Jahre, Wirtschaftszweige, Abfallarten;;;;;;;
(EAV 2-Steller);;;;;;;
Erhebung der gefährlichen Abfälle;;;;;;;
Deutschland;;;;;;;
;;;;;Abfallerzeuger;Abfallmengen;Abfallmengen, von Primärerzeugern erzeugt
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;4;1,5;1,5
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;7;1,4;1,4
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;4;1,2;0,1
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-17;Bau- und Abbruchabfälle;25;16,7;16,7
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;3;0,2;0,2
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2016;WZ08-K;Erbringung von Finanz- und Versicherungsleistungen;;Insgesamt;39;23,1;21,8
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;8;2,7;2,0
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;45;14,6;14,6
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-07;Abfälle aus organisch-chemischen Prozessen;85;99,6;98,9
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;38;2,1;1,3
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-09;Abfälle aus der fotografischen Industrie;20;1,3;1,3
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-10;Abfälle aus thermischen Prozessen;18;1,4;1,4
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;63;22,5;21,0
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;112;42,6;22,9
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;192;30,0;14,7
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;27;2,0;0,5
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;99;3,2;2,3
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;167;16,7;13,7
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-17;Bau- und Abbruchabfälle;1197;845,4;835,3
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-18;Abfälle aus der medizinischen Versorgung;25;0,8;0,8
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;64;83,3;81,5
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);21;1,0;0,8
2016;WZ08-L-01;Grundst./Wohnungsw.,freiber.,wiss.,techn.,wirt.DL;;Insgesamt;1712;1170,4;1114,4
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;12;0,2;0,2
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-07;Abfälle aus organisch-chemischen Prozessen;8;0,1;0,1
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;15;0,2;0,2
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-10;Abfälle aus thermischen Prozessen;17;0,3;0,3
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;11;0,4;0,4
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;39;4,7;4,7
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;177;23,1;23,1
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;6;0,1;0,1
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;104;0,9;0,9
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;129;4,8;4,3
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-17;Bau- und Abbruchabfälle;1517;2137,2;2131,5
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-18;Abfälle aus der medizinischen Versorgung;4;0,0;0,0
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;49;49,8;30,9
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);119;12,8;12,0
2016;WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;;Insgesamt;1803;2234,5;2208,7
2016;WZ08-P;Erziehung und Unterricht;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2016;WZ08-P;Erziehung und Unterricht;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2016;WZ08-P;Erziehung und Unterricht;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2016;WZ08-P;Erziehung und Unterricht;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2016;WZ08-P;Erziehung und Unterricht;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2016;WZ08-P;Erziehung und Unterricht;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;19;0,2;0,2
2016;WZ08-P;Erziehung und Unterricht;EAV-07;Abfälle aus organisch-chemischen Prozessen;28;1,1;1,1
2016;WZ08-P;Erziehung und Unterricht;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;5;0,2;0,2
2016;WZ08-P;Erziehung und Unterricht;EAV-09;Abfälle aus der fotografischen Industrie;3;0,0;0,0
2016;WZ08-P;Erziehung und Unterricht;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2016;WZ08-P;Erziehung und Unterricht;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;6;0,1;0,1
2016;WZ08-P;Erziehung und Unterricht;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;10;0,2;0,2
2016;WZ08-P;Erziehung und Unterricht;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;8;0,1;0,1
2016;WZ08-P;Erziehung und Unterricht;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;6;0,2;0,2
2016;WZ08-P;Erziehung und Unterricht;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;20;0,6;0,6
2016;WZ08-P;Erziehung und Unterricht;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;29;0,5;0,5
2016;WZ08-P;Erziehung und Unterricht;EAV-17;Bau- und Abbruchabfälle;63;9,7;9,7
2016;WZ08-P;Erziehung und Unterricht;EAV-18;Abfälle aus der medizinischen Versorgung;3;0,0;0,0
2016;WZ08-P;Erziehung und Unterricht;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;3;0,0;0,0
2016;WZ08-P;Erziehung und Unterricht;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);11;0,2;0,2
2016;WZ08-P;Erziehung und Unterricht;;Insgesamt;97;13,2;13,1
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-07;Abfälle aus organisch-chemischen Prozessen;11;0,2;0,2
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;3;0,0;0,0
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-10;Abfälle aus thermischen Prozessen;6;0,2;0,2
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;4;0,1;0,1
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;4;0,0;0,0
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;30;3,1;2,7
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-17;Bau- und Abbruchabfälle;70;26,5;26,2
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-18;Abfälle aus der medizinischen Versorgung;102;5,4;5,4
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;3;1,3;1,3
2016;WZ08-Q;Gesundheits- und Sozialwesen;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);9;2,7;2,0
2016;WZ08-Q;Gesundheits- und Sozialwesen;;Insgesamt;211;39,7;38,4
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;6;0,5;0,5
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-07;Abfälle aus organisch-chemischen Prozessen;12;3,2;3,2
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;5;0,0;0,0
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-10;Abfälle aus thermischen Prozessen;24;0,2;0,2
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;6;0,5;0,5
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;12;0,6;0,6
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;27;4,9;4,9
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;3;0,1;0,1
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;12;0,3;0,3
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;15;0,5;0,5
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-17;Bau- und Abbruchabfälle;102;48,4;47,9
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;12;49,9;0,6
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);5;0,1;0,1
2016;WZ08-R-03;Kunst, Unterhaltung und Erholung, sonstige DL;;Insgesamt;182;109,2;59,3
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-10;Abfälle aus thermischen Prozessen;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-17;Bau- und Abbruchabfälle;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2016;WZ-X006;Übrige Wirtschaftszweige;;Insgesamt;31;504,0;504,0
2016;;Insgesamt;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;33;124,8;118,3
2016;;Insgesamt;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;68;1,4;0,9
2016;;Insgesamt;EAV-03;Abfälle aus der Holzbearbeitung u.a.;15;0,3;0,2
2016;;Insgesamt;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;6;0,3;0,3
2016;;Insgesamt;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;146;62,3;58,8
2016;;Insgesamt;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;984;383,7;336,1
2016;;Insgesamt;EAV-07;Abfälle aus organisch-chemischen Prozessen;1731;1275,2;1209,3
2016;;Insgesamt;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;1317;202,2;168,3
2016;;Insgesamt;EAV-09;Abfälle aus der fotografischen Industrie;181;18,0;14,8
2016;;Insgesamt;EAV-10;Abfälle aus thermischen Prozessen;754;946,5;852,9
2016;;Insgesamt;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;2121;610,4;572,7
2016;;Insgesamt;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;3875;1058,2;813,1
2016;;Insgesamt;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;3821;1413,2;1184,6
2016;;Insgesamt;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;677;106,7;65,2
2016;;Insgesamt;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;2586;260,5;198,7
2016;;Insgesamt;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;2831;935,0;725,0
2016;;Insgesamt;EAV-17;Bau- und Abbruchabfälle;12230;9160,0;8090,2
2016;;Insgesamt;EAV-18;Abfälle aus der medizinischen Versorgung;235;24,9;19,9
2016;;Insgesamt;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;1609;6333,6;2846,2
2016;;Insgesamt;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);752;100,3;76,6
2016;;Insgesamt;;Insgesamt;22691;23017,3;17352,1
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-07;Abfälle aus organisch-chemischen Prozessen;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-10;Abfälle aus thermischen Prozessen;3;0,1;0,1
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;5;0,1;0,1
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;5;0,1;0,1
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-17;Bau- und Abbruchabfälle;154;12,5;12,5
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);-;-;-
2017;WZ08-A;Land- und Forstwirtschaft, Fischerei;;Insgesamt;169;13,9;13,9
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;19;100,1;100,1
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;-;-;-
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-03;Abfälle aus der Holzbearbeitung u.a.;-;-;-
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-04;Abfälle aus der Leder-, Pelz- und Textilindustrie;-;-;-
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-05;Abfälle aus der Erdölraffination, Erdgasreinigung;22;3,6;3,6
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-06;Abfälle aus anorganisch-chemischen Prozessen;3;0,0;0,0
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-07;Abfälle aus organisch-chemischen Prozessen;3;0,1;0,1
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-08;Abfälle aus HZVA v.Beschichtungen,Klebstoffen u.a.;4;0,0;0,0
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-09;Abfälle aus der fotografischen Industrie;-;-;-
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-10;Abfälle aus thermischen Prozessen;4;0,1;0,1
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-11;Abfälle aus der chemischen Oberflächenbearbeitung;-;-;-
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-12;Abfälle aus Prozessen der mechanischen Formgebung;20;0,4;0,4
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-13;Ölabfälle und Abfälle aus flüssigen Brennstoffen;41;6,0;6,0
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-14;Abfälle aus organischen Lösemitteln, Kühlmitteln;-;-;-
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-15;Verpackungsabfall, Aufsaugmassen, Wischtücher;34;0,5;0,5
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-16;Abfälle, nicht anderswo im Verzeichnis aufgeführt;21;15,8;15,8
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-17;Bau- und Abbruchabfälle;175;195,3;158,3
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-18;Abfälle aus der medizinischen Versorgung;-;-;-
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-19;Abfälle aus Abfallbehandlungsanlagen u.a.;3;0,2;0,2
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;EAV-20;Siedlungsabfälle (Haushaltsabfälle u.ä. Abfälle);3;0,0;0,0
2017;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;;Insgesamt;223;322,1;285,0
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-01;Abfälle aus der Gewinnung von Bodenschätzen;3;0,5;0,5
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-02;Abfälle aus Landwirtschaft, Forstwirtschaft u.a.;5;0,0;0,0
2017;WZ08-C;Verarbeitendes Gewerbe;EAV-03;Abfälle aus der Holzbearbeitung u.a.;4;0,2;0,2
