Year,Industry Code,Industry,EAV code,Waste Description,Number Of Waste Generators,Volumes Of Waste (1000t),Volumes Of Waste Generated By Primary Producers (1000t)
2014,WZ08-J,Information And Communication,EAV-16,Waste not included elsewhere in the inventory,12.0,3.2,1.5
2014,WZ08-J,Information And Communication,EAV-17,construction and demolition waste,48.0,5.4,5.4
2014,WZ08-J,Information And Communication,EAV-18,Waste from medical supplies,,,
2014,WZ08-J,Information And Communication,EAV-19,Waste from waste treatment plants e.g.,4.0,10.4,10.3
2014,WZ08-J,Information And Communication,EAV-20,Municipal waste (household waste and similar waste),,,
2014,WZ08-J,Information And Communication,,In total,87.0,33.8,26.1
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-01,Waste from the extraction of mineral resources,,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-02,"Waste from agriculture, forestry, etc.",,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-03,"Waste from wood processing, etc.",,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-04,"Waste from the leather, fur and textile industries",,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-06,Waste from inorganic chemical processes,4.0,0.2,0.2
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-07,Waste from organic chemical processes,,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",3.0,0.4,0.4
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-09,Waste from the photographic industry,,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-10,Waste from thermal processes,,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-11,Waste from chemical surface treatment,3.0,2.5,2.5
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-12,Waste from mechanical shaping processes,9.0,1.4,1.4
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-13,Oil waste and liquid fuel waste,8.0,1.2,0.5
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-14,"Waste from organic solvents, coolants",,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-15,"Packaging waste, absorbents, wipes",3.0,0.1,0.1
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-16,Waste not included elsewhere in the inventory,,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-17,Construction and demolition waste,15.0,6.1,6.1
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-18,Waste from medical care,,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-19,"Waste from waste treatment plants, etc.",,,
2014,WZ08-K,Provision Of Financial And Insurance Services,EAV-20,Municipal waste (household waste and similar waste),,,
2014,WZ08-K,Provision Of Financial And Insurance Services,,In total,34.0,12.9,12.2
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-01,waste from the extraction of mineral resources,,,
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-02,"Waste from agriculture, forestry, etc.",,,
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-03,"Waste from woodworking, etc.",,,
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-04,"Waste from the leather, fur and textile industries",,,
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-05,"Waste from petroleum refining, natural gas purification",7.0,0.8,0.8
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-06,Waste from inorganic chemical processes,39.0,13.1,13.1
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-07,Waste from organic chemical processes,78.0,100.7,100.7
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",46.0,2.2,1.8
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-09,Waste from the photographic industry,20.0,1.3,1.3
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-10,Waste from thermal processes,18.0,1.6,1.6
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-11,Waste from chemical surface treatment,62.0,24.6,23.8
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-12,Waste from mechanical shaping processes,94.0,33.9,19.6
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-13,waste oil and liquid fuel waste,188.0,23.8,16.9
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-14,"Waste from organic solvents, coolants",26.0,4.2,3.3
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-15,"Packaging waste, absorbent masses, wipes",94.0,3.2,2.5
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-16,Waste not included elsewhere in the inventory,151.0,15.1,13.2
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-17,Construction and demolition waste,926.0,725.1,718.3
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-18,Waste from medical care,19.0,0.7,0.7
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-19,Waste from waste treatment plants e.g.,66.0,36.1,34.7
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",EAV-20,Municipal waste (household waste and similar waste),18.0,0.5,0.4
2014,WZ08-L-01,"Grundst./Apartments, Freiber.,Scientific,Techn.,Wirt.Dl",,In total,1417.0,987.0,952.8
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-01,Waste from the extraction of mineral resources,,,
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-02,"Waste from agriculture, forestry, etc.",,,
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-03,"Waste from woodworking, etc.",,,
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-04,"Waste from the leather, fur and textile industries",,,
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-06,Waste from inorganic chemical processes,15.0,0.5,0.5
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-07,Waste from organic chemical processes,10.0,0.2,0.2
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",20.0,0.3,0.3
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-09,Waste from the photographic industry,,,
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-10,Waste from thermal processes,17.0,0.1,0.1
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-11,Waste from chemical surface treatment,10.0,0.3,0.3
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-12,Waste from mechanical shaping processes,42.0,3.3,3.3
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-13,waste oil and liquid fuel waste,177.0,25.4,25.4
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-14,"Waste from organic solvents, coolants",9.0,0.2,0.2
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-15,"Packaging waste, absorbents, wipes",96.0,1.0,1.0
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-16,Waste not included elsewhere in the inventory,134.0,6.9,6.4
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-17,Construction and demolition waste,1436.0,2025.6,2019.4
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-18,Waste from medical supplies,,,
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-19,"Waste from waste treatment plants, etc.",48.0,28.7,27.0
2014,WZ08-O,"Public Administration, Defense, Social Security",EAV-20,Municipal waste (household waste and similar waste),111.0,8.3,8.0
2014,WZ08-O,"Public Administration, Defense, Social Security",,In total,1710.0,2100.8,2092.0
2014,WZ08-P,Education And Teaching,EAV-01,waste from the extraction of mineral resources,,,
2014,WZ08-P,Education And Teaching,EAV-02,"Waste from agriculture, forestry, etc.",,,
2014,WZ08-P,Education And Teaching,EAV-03,"Waste from woodworking, etc.",,,
2014,WZ08-P,Education And Teaching,EAV-04,"Waste from the leather, fur and textile industries",,,
2014,WZ08-P,Education And Teaching,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2014,WZ08-P,Education And Teaching,EAV-06,Waste from inorganic chemical processes,20.0,0.2,0.2
2014,WZ08-P,Education And Teaching,EAV-07,Waste from organic chemical processes,28.0,1.2,1.2
2014,WZ08-P,Education And Teaching,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",7.0,0.4,0.4
2014,WZ08-P,Education And Teaching,EAV-09,Waste from the photographic industry,3.0,0.0,0.0
2014,WZ08-P,Education And Teaching,EAV-10,Waste from thermal processes,,,
2014,WZ08-P,Education And Teaching,EAV-11,Waste from chemical surface treatment,8.0,0.3,0.3
2014,WZ08-P,Education And Teaching,EAV-12,Waste from mechanical shaping processes,9.0,0.2,0.2
2014,WZ08-P,Education And Teaching,EAV-13,Oil waste and liquid fuel waste,7.0,0.2,0.2
2014,WZ08-P,Education And Teaching,EAV-14,"Waste from organic solvents, coolants",6.0,0.2,0.2
2014,WZ08-P,Education And Teaching,EAV-15,"Packaging waste, absorbent masses, wipes",20.0,0.5,0.5
2014,WZ08-P,Education And Teaching,EAV-16,Waste not included elsewhere in the inventory,27.0,0.5,0.5
2014,WZ08-P,Education And Teaching,EAV-17,construction and demolition waste,52.0,4.8,4.8
2014,WZ08-P,Education And Teaching,EAV-18,Waste from medical supplies,4.0,0.0,0.0
2014,WZ08-P,Education And Teaching,EAV-19,Waste from waste treatment plants e.g.,,,
2014,WZ08-P,Education And Teaching,EAV-20,Municipal waste (household waste and similar waste),6.0,0.1,0.1
2014,WZ08-P,Education And Teaching,,In total,88.0,8.5,8.4
2014,WZ08-Q,Health And Social Services,EAV-01,Waste from the extraction of mineral resources,,,
2014,WZ08-Q,Health And Social Services,EAV-02,"Waste from agriculture, forestry, etc.",,,
2014,WZ08-Q,Health And Social Services,EAV-03,"Waste from wood processing, etc.",,,
2014,WZ08-Q,Health And Social Services,EAV-04,"Waste from the leather, fur and textile industries",,,
2014,WZ08-Q,Health And Social Services,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2014,WZ08-Q,Health And Social Services,EAV-06,Waste from inorganic chemical processes,,,
2014,WZ08-Q,Health And Social Services,EAV-07,Waste from organic chemical processes,8.0,0.3,0.3
2014,WZ08-Q,Health And Social Services,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",,,
2014,WZ08-Q,Health And Social Services,EAV-09,Waste from the photographic industry,,,
2014,WZ08-Q,Health And Social Services,EAV-10,Waste from thermal processes,6.0,0.2,0.2
2014,WZ08-Q,Health And Social Services,EAV-11,Waste from chemical surface treatment,,,
2014,WZ08-Q,Health And Social Services,EAV-12,Waste from mechanical shaping processes,3.0,0.3,0.3
2014,WZ08-Q,Health And Social Services,EAV-13,Oil waste and liquid fuel waste,4.0,0.1,0.1
2014,WZ08-Q,Health And Social Services,EAV-14,"Waste from organic solvents, coolants",5.0,0.1,0.1
2014,WZ08-Q,Health And Social Services,EAV-15,"Packaging waste, absorbents, wipes",,,
2014,WZ08-Q,Health And Social Services,EAV-16,Waste not included elsewhere in the inventory,41.0,5.4,5.2
2014,WZ08-Q,Health And Social Services,EAV-17,Construction and demolition waste,72.0,29.6,29.6
2014,WZ08-Q,Health And Social Services,EAV-18,Waste from medical supplies,76.0,4.3,4.3
2014,WZ08-Q,Health And Social Services,EAV-19,"Waste from waste treatment plants, etc.",,,
2014,WZ08-Q,Health And Social Services,EAV-20,Municipal waste (household waste and similar waste),7.0,1.4,1.4
2014,WZ08-Q,Health And Social Services,,In total,191.0,42.5,42.3
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-01,waste from the extraction of mineral resources,,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-02,"Waste from agriculture, forestry, etc.",,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-03,"Waste from wood processing, etc.",,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-04,"Waste from the leather, fur and textile industries",,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-06,Waste from inorganic chemical processes,6.0,1.4,1.4
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-07,Waste from organic chemical processes,9.0,3.3,3.3
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-09,Waste from the photographic industry,,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-10,Waste from thermal processes,32.0,0.4,0.4
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-11,Waste from chemical surface treatment,3.0,0.3,0.3
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-12,Waste from mechanical shaping processes,9.0,0.3,0.3
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-13,waste oil and liquid fuel waste,25.0,4.9,4.9
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-14,"Waste from organic solvents, coolants",3.0,0.1,0.1
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-15,"Packaging waste, absorbent masses, wipes",9.0,0.3,0.3
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-16,Waste not included elsewhere in the inventory,9.0,0.3,0.3
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-17,Construction and demolition waste,97.0,77.3,23.7
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-18,Waste from medical care,,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-19,Waste from waste treatment plants e.g.,12.0,52.3,2.0
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",EAV-20,Municipal waste (household waste and similar waste),,,
2014,WZ08-R-03,"Art, Entertainment And Recreation, Other Dl",,In total,186.0,141.0,37.1
2014,WZ-X006,Other Economic Sectors,EAV-01,Waste from the extraction of mineral resources,,,
2014,WZ-X006,Other Economic Sectors,EAV-02,"Waste from agriculture, forestry, etc.",,,
2014,WZ-X006,Other Economic Sectors,EAV-03,"Waste from wood processing, etc.",,,
2014,WZ-X006,Other Economic Sectors,EAV-04,"Waste from the leather, fur and textile industries",,,
2014,WZ-X006,Other Economic Sectors,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2014,WZ-X006,Other Economic Sectors,EAV-06,Waste from inorganic chemical processes,,,
2014,WZ-X006,Other Economic Sectors,EAV-07,Waste from organic chemical processes,,,
2014,WZ-X006,Other Economic Sectors,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",,,
2014,WZ-X006,Other Economic Sectors,EAV-09,Waste from the photographic industry,,,
2014,WZ-X006,Other Economic Sectors,EAV-10,Waste from thermal processes,,,
2014,WZ-X006,Other Economic Sectors,EAV-11,Waste from chemical surface treatment,,,
2014,WZ-X006,Other Economic Sectors,EAV-12,Waste from mechanical shaping processes,,,
2014,WZ-X006,Other Economic Sectors,EAV-13,Oil waste and liquid fuel waste,,,
2014,WZ-X006,Other Economic Sectors,EAV-14,"Waste from organic solvents, coolants",,,
2014,WZ-X006,Other Economic Sectors,EAV-15,"Packaging waste, absorbent masses, wipes",,,
2014,WZ-X006,Other Economic Sectors,EAV-16,Waste not included elsewhere in the inventory,,,
2014,WZ-X006,Other Economic Sectors,EAV-17,construction and demolition waste,,,
2014,WZ-X006,Other Economic Sectors,EAV-18,Waste from medical supplies,,,
2014,WZ-X006,Other Economic Sectors,EAV-19,Waste from waste treatment plants e.g.,,,
2014,WZ-X006,Other Economic Sectors,EAV-20,Municipal waste (household waste and similar waste),,,
2014,WZ-X006,Other Economic Sectors,,In total,14.0,461.2,461.2
2014,,In Total,EAV-01,waste from the extraction of mineral resources,35.0,57.0,56.6
2014,,In Total,EAV-02,"Waste from agriculture, forestry, etc.",60.0,1.5,1.2
2014,,In Total,EAV-03,"Waste from wood processing, etc.",23.0,1.0,1.0
2014,,In Total,EAV-04,"Waste from the leather, fur and textile industries",5.0,0.2,0.2
2014,,In Total,EAV-05,"Waste from petroleum refining, natural gas purification",149.0,78.8,69.5
2014,,In Total,EAV-06,Waste from inorganic chemical processes,999.0,366.6,318.3
2014,,In Total,EAV-07,Waste from organic chemical processes,1728.0,1194.0,1124.5
2014,,In Total,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",1371.0,200.9,169.4
2014,,In Total,EAV-09,Waste from the photographic industry,195.0,20.9,17.3
2014,,In Total,EAV-10,Waste from thermal processes,711.0,808.1,761.9
2014,,In Total,EAV-11,Waste from chemical surface treatment,2119.0,612.2,579.8
2014,,In Total,EAV-12,Waste from mechanical shaping processes,3769.0,1135.4,836.3
2014,,In Total,EAV-13,waste oil and liquid fuel waste,3863.0,1406.5,1181.3
2014,,In Total,EAV-14,"Waste from organic solvents, coolants",714.0,149.0,69.5
2014,,In Total,EAV-15,"Packaging waste, absorbents, wipes",2578.0,264.6,194.4
2014,,In Total,EAV-16,Waste not included elsewhere in the inventory,2878.0,931.7,772.0
2014,,In Total,EAV-17,construction and demolition waste,11541.0,8612.0,7731.7
2014,,In Total,EAV-18,Waste from medical supplies,199.0,23.2,19.2
2014,,In Total,EAV-19,"Waste from waste treatment plants, etc.",1639.0,6266.8,2913.2
2014,,In Total,EAV-20,Municipal waste (household waste and similar waste),734.0,105.5,85.3
2014,,In Total,,In total,22048.0,22235.9,16902.4
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-01,Waste from the extraction of mineral resources,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-02,"Waste from agriculture, forestry, etc.",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-03,"Waste from woodworking, etc.",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-04,"Waste from the leather, fur and textile industries",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-05,"Waste from petroleum refining, natural gas purification",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-06,Waste from inorganic chemical processes,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-07,Waste from organic chemical processes,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-09,Waste from the photographic industry,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-10,Waste from thermal processes,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-11,Waste from chemical surface treatment,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-12,Waste from mechanical shaping processes,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-13,waste oil and liquid fuel waste,4.0,0.1,0.1
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-14,"Waste from organic solvents, coolants",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-15,"Packaging waste, absorbent masses, wipes",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-16,Waste not included elsewhere in the inventory,3.0,0.6,0.6
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-17,construction and demolition waste,103.0,10.2,10.2
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-18,Waste from medical supplies,,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-19,"Waste from waste treatment plants, etc.",,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",EAV-20,Municipal waste (household waste and similar waste),,,
2015,WZ08-A,"Agriculture And Forestry, Fisheries",,In total,111.0,11.8,11.8
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-01,Waste from the extraction of mineral resources,16.0,37.1,37.1
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-02,"Waste from agriculture, forestry, etc.",,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-03,"Waste from wood processing, etc.",,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-04,"Waste from the leather, fur and textile industries",,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-05,"Waste from petroleum refining, natural gas purification",16.0,1.3,1.3
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-06,Waste from inorganic chemical processes,4.0,0.0,0.0
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-07,Waste from organic chemical processes,3.0,0.0,0.0
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",5.0,0.0,0.0
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-09,Waste from the photographic industry,,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-10,Waste from thermal processes,4.0,4.2,4.2
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-11,Waste from chemical surface treatment,,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-12,Waste from mechanical shaping processes,15.0,0.7,0.7
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-13,Oil waste and liquid fuel waste,38.0,5.2,5.2
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-14,"Waste from organic solvents, coolants",,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-15,"Packaging waste, absorbent masses, wipes",28.0,0.7,0.7
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-16,Waste not included elsewhere in the inventory,25.0,15.1,15.1
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-17,construction and demolition waste,152.0,241.7,200.1
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-18,Waste from medical care,,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-19,Waste from waste treatment plants e.g.,5.0,0.8,0.8
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,EAV-20,Municipal waste (household waste and similar waste),,,
2015,WZ08-B,Mining And Quarrying Of Stone And Earth,,In total,196.0,306.8,265.2
2015,WZ08-C,Manufacturing Industry,EAV-01,waste from the extraction of mineral resources,7.0,4.6,4.6
2015,WZ08-C,Manufacturing Industry,EAV-02,"Waste from agriculture, forestry, etc.",,,
2015,WZ08-C,Manufacturing Industry,EAV-03,"Waste from woodworking, etc.",,,
2015,WZ08-C,Manufacturing Industry,EAV-04,"Waste from the leather, fur and textile industries",,,
2015,WZ08-C,Manufacturing Industry,EAV-05,"Waste from petroleum refining, natural gas purification",73.0,46.5,45.7
2015,WZ08-C,Manufacturing Industry,EAV-06,Waste from inorganic chemical processes,626.0,279.2,246.7
2015,WZ08-C,Manufacturing Industry,EAV-07,Waste from organic chemical processes,1241.0,933.9,922.4
2015,WZ08-C,Manufacturing Industry,EAV-08,"Waste from MFSU from coatings, adhesives, etc.",937.0,121.7,120.7
2015,WZ08-C,Manufacturing Industry,EAV-09,Waste from the photographic industry,45.0,2.0,1.8
2015,WZ08-C,Manufacturing Industry,EAV-10,Waste from thermal processes,450.0,713.2,684.6
2015,WZ08-C,Manufacturing Industry,EAV-11,Waste from chemical surface treatment,1765.0,475.6,474.1
2015,WZ08-C,Manufacturing Industry,EAV-12,Waste from mechanical shaping processes,2882.0,573.8,562.0
2015,WZ08-C,Manufacturing Industry,EAV-13,waste oil and liquid fuel waste,1296.0,196.9,176.7
2015,WZ08-C,Manufacturing Industry,EAV-14,"Waste from organic solvents, coolants",388.0,48.2,32.3
2015,WZ08-C,Manufacturing Industry,EAV-15,"Packaging waste, absorbents, wipes",1565.0,86.2,84.9
2015,WZ08-C,Manufacturing Industry,EAV-16,Waste not included elsewhere in the inventory,995.0,194.5,188.7
2015,WZ08-C,Manufacturing Industry,EAV-17,Construction and demolition waste,1188.0,619.7,565.0
2015,WZ08-C,Manufacturing Industry,EAV-18,Waste from medical supplies,32.0,1.0,1.0
2015,WZ08-C,Manufacturing Industry,EAV-19,"Waste from waste treatment plants, etc.",487.0,433.9,205.5
2015,WZ08-C,Manufacturing Industry,EAV-20,Municipal waste (household waste and similar waste),93.0,2.2,2.2
2015,WZ08-C,Manufacturing Industry,,In total,7198.0,4733.3,4319.2
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-01,Waste from the extraction of mineral resources,,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-02,"Waste from agriculture, forestry, etc.",,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-03,"Waste from wood processing, etc.",,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-04,"Waste from the leather, fur and textile industries",,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-05,"Waste from petroleum refining, natural gas purification",,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-06,Waste from inorganic chemical processes,5.0,0.3,0.3
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-07,Waste from organic chemical processes,14.0,2.1,2.1
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-08,"Waste from HZVA, including coatings, adhesives, etc.",,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-09,Waste from the photographic industry,,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-10,Waste from thermal processes,6.0,0.1,0.1
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-11,Waste from chemical surface treatment,,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-12,Waste from mechanical shaping processes,,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-13,Oil waste and liquid fuel waste,24.0,1.0,1.0
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-14,"Waste from organic solvents, coolants",4.0,0.0,0.0
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-15,"Packaging waste, absorbent masses, wipes",16.0,0.4,0.4
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-16,Waste not included elsewhere in the inventory,14.0,0.8,0.8
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-17,construction and demolition waste,34.0,40.7,40.7
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-18,Waste from medical care,,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-19,"Waste from waste treatment plants, etc.",,,
2015,WZ08-10-01,Food Industry And Tobacco Processing,EAV-20,Municipal waste (household waste and similar waste),3.0,0.0,0.0
2015,WZ08-10-01,Food Industry And Tobacco Processing,,In total,99.0,45.4,45.4
2015,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-01,Waste from the extraction of mineral resources,,,
2015,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-02,"Waste from agriculture, forestry, etc.",,,
2015,WZ08-13-02,"Textiles, Clothing, Leather And Leather Goods",EAV-03,"Waste from wood processing, etc.",,,
