Year,Industry Code,Industry,EAV Code,Waste Description,Waste Quantities Produced by Primary Producers,Unknown Value 1,Metric Tons,,,
2013,WZ08-K,Provision of financial and insurance benefits,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-01,Waste from the extraction of mineral resources,,,,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-03,"Waste from woodworking, among others,",,,,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-05,"Waste from oil refinement, natural gas cleaning",5,0,4,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-06,Waste from inorganic-chemical processes,49,13,1,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-07,Waste from organic-chemical processes,77,102,2,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",40,1,3,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-09,Waste from the photographic industry,21,1,1,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-10,Waste from thermal processes,15,1,5,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-11,Waste from chemical surface processing,60,23,0,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-12,Waste from processes of the mechanical design,96,23,0,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-13,Oil waste and waste from liquid fuels,184,16,6,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-14,"Waste from organic solvents, coolants",29,3,1,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-15,"Packaging drop, upright masses, wipes",93,2,7,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-16,"Waste, not listed elsewhere in the directory",167,12,8,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-17,Construction and demolition waste,851,687,2,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-18,Waste from medical care,22,0,6,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-19,"Waste from waste treatment plants, etc.",62,63,4,,,
2013,WZ08-L-01,"Real estate, housing, freelance, scientific, technical, and economic services.",EAV-20,"Settlement waste (budget waste, etc. Waste)",17,0,4,,,
,,,,,,,,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-01,Waste from the extraction of mineral resources,,,,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-03,"Waste from woodworking, among others,",,,,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-06,Waste from inorganic-chemical processes,20,0,1,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-07,Waste from organic-chemical processes,12,0,4,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",23,0,2,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-09,Waste from the photographic industry,5,0,0,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-10,Waste from thermal processes,18,19,9,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-11,Waste from chemical surface processing,10,0,7,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-12,Waste from processes of the mechanical design,42,4,9,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-13,Oil waste and waste from liquid fuels,178,23,9,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-14,"Waste from organic solvents, coolants",8,0,2,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-15,"Packaging drop, upright masses, wipes",106,1,1,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-16,"Waste, not listed elsewhere in the directory",129,6,0,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-17,Construction and demolition waste,1377,1795,1,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-18,Waste from medical care,,,,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-19,"Waste from waste treatment plants, etc.",42,32,4,,,
2013,WZ08-O,"Public Administration, defense, social insurance",EAV-20,"Settlement waste (budget waste, etc. Waste)",115,7,8,,,
,,,,,,,,,,
2013,WZ08-P,Education and lessons,EAV-01,Waste from the extraction of mineral resources,,,,,,
2013,WZ08-P,Education and lessons,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2013,WZ08-P,Education and lessons,EAV-03,"Waste from woodworking, among others,",,,,,,
2013,WZ08-P,Education and lessons,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2013,WZ08-P,Education and lessons,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2013,WZ08-P,Education and lessons,EAV-06,Waste from inorganic-chemical processes,21,0,2,,,
2013,WZ08-P,Education and lessons,EAV-07,Waste from organic-chemical processes,28,1,2,,,
2013,WZ08-P,Education and lessons,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",8,0,4,,,
2013,WZ08-P,Education and lessons,EAV-09,Waste from the photographic industry,3,0,0,,,
2013,WZ08-P,Education and lessons,EAV-10,Waste from thermal processes,,,,,,
2013,WZ08-P,Education and lessons,EAV-11,Waste from chemical surface processing,8,0,3,,,
2013,WZ08-P,Education and lessons,EAV-12,Waste from processes of the mechanical design,8,0,1,,,
2013,WZ08-P,Education and lessons,EAV-13,Oil waste and waste from liquid fuels,8,0,1,,,
2013,WZ08-P,Education and lessons,EAV-14,"Waste from organic solvents, coolants",8,0,2,,,
2013,WZ08-P,Education and lessons,EAV-15,"Packaging drop, upright masses, wipes",19,0,4,,,
2013,WZ08-P,Education and lessons,EAV-16,"Waste, not listed elsewhere in the directory",29,0,5,,,
2013,WZ08-P,Education and lessons,EAV-17,Construction and demolition waste,43,3,5,,,
2013,WZ08-P,Education and lessons,EAV-18,Waste from medical care,4,0,0,,,
2013,WZ08-P,Education and lessons,EAV-19,"Waste from waste treatment plants, etc.",3,0,0,,,
2013,WZ08-P,Education and lessons,EAV-20,"Settlement waste (budget waste, etc. Waste)",6,0,1,,,
,,,,,,,,,,
2013,WZ08-Q,Health and social affairs,EAV-01,Waste from the extraction of mineral resources,,,,,,
2013,WZ08-Q,Health and social affairs,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2013,WZ08-Q,Health and social affairs,EAV-03,"Waste from woodworking, among others,",,,,,,
2013,WZ08-Q,Health and social affairs,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2013,WZ08-Q,Health and social affairs,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2013,WZ08-Q,Health and social affairs,EAV-06,Waste from inorganic-chemical processes,,,,,,
2013,WZ08-Q,Health and social affairs,EAV-07,Waste from organic-chemical processes,7,0,3,,,
2013,WZ08-Q,Health and social affairs,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2013,WZ08-Q,Health and social affairs,EAV-09,Waste from the photographic industry,,,,,,
2013,WZ08-Q,Health and social affairs,EAV-10,Waste from thermal processes,5,0,2,,,
2013,WZ08-Q,Health and social affairs,EAV-11,Waste from chemical surface processing,,,,,,
2013,WZ08-Q,Health and social affairs,EAV-12,Waste from processes of the mechanical design,3,0,2,,,
2013,WZ08-Q,Health and social affairs,EAV-13,Oil waste and waste from liquid fuels,5,0,4,,,
2013,WZ08-Q,Health and social affairs,EAV-14,"Waste from organic solvents, coolants",5,0,1,,,
2013,WZ08-Q,Health and social affairs,EAV-15,"Packaging drop, upright masses, wipes",5,0,0,,,
2013,WZ08-Q,Health and social affairs,EAV-16,"Waste, not listed elsewhere in the directory",43,6,1,,,
2013,WZ08-Q,Health and social affairs,EAV-17,Construction and demolition waste,61,20,9,,,
2013,WZ08-Q,Health and social affairs,EAV-18,Waste from medical care,77,4,0,,,
2013,WZ08-Q,Health and social affairs,EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2013,WZ08-Q,Health and social affairs,EAV-20,"Settlement waste (budget waste, etc. Waste)",8,2,2,,,
,,,,,,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-01,Waste from the extraction of mineral resources,,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-03,"Waste from woodworking, among others,",,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-06,Waste from inorganic-chemical processes,5,1,4,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-07,Waste from organic-chemical processes,10,3,5,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",6,0,1,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-09,Waste from the photographic industry,,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-10,Waste from thermal processes,35,0,2,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-11,Waste from chemical surface processing,4,1,8,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-12,Waste from processes of the mechanical design,9,0,4,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-13,Oil waste and waste from liquid fuels,26,5,2,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-14,"Waste from organic solvents, coolants",5,0,1,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-15,"Packaging drop, upright masses, wipes",10,0,3,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-16,"Waste, not listed elsewhere in the directory",9,0,3,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-17,Construction and demolition waste,63,22,9,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-18,Waste from medical care,,,,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-19,"Waste from waste treatment plants, etc.",10,0,8,,,
2013,WZ08-R-03,"Art, entertainment and relaxation, other DL",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2013,WZ-X006,Remaining branches,EAV-01,Waste from the extraction of mineral resources,,,,,,
2013,WZ-X006,Remaining branches,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2013,WZ-X006,Remaining branches,EAV-03,"Waste from woodworking, among others,",,,,,,
2013,WZ-X006,Remaining branches,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2013,WZ-X006,Remaining branches,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2013,WZ-X006,Remaining branches,EAV-06,Waste from inorganic-chemical processes,,,,,,
2013,WZ-X006,Remaining branches,EAV-07,Waste from organic-chemical processes,,,,,,
2013,WZ-X006,Remaining branches,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2013,WZ-X006,Remaining branches,EAV-09,Waste from the photographic industry,,,,,,
2013,WZ-X006,Remaining branches,EAV-10,Waste from thermal processes,,,,,,
2013,WZ-X006,Remaining branches,EAV-11,Waste from chemical surface processing,,,,,,
2013,WZ-X006,Remaining branches,EAV-12,Waste from processes of the mechanical design,,,,,,
2013,WZ-X006,Remaining branches,EAV-13,Oil waste and waste from liquid fuels,,,,,,
2013,WZ-X006,Remaining branches,EAV-14,"Waste from organic solvents, coolants",,,,,,
2013,WZ-X006,Remaining branches,EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2013,WZ-X006,Remaining branches,EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2013,WZ-X006,Remaining branches,EAV-17,Construction and demolition waste,,,,,,
2013,WZ-X006,Remaining branches,EAV-18,Waste from medical care,,,,,,
2013,WZ-X006,Remaining branches,EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2013,WZ-X006,Remaining branches,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-01,Waste from the extraction of mineral resources,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-03,"Waste from woodworking, among others,",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-06,Waste from inorganic-chemical processes,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-07,Waste from organic-chemical processes,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-09,Waste from the photographic industry,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-10,Waste from thermal processes,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-11,Waste from chemical surface processing,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-12,Waste from processes of the mechanical design,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-13,Oil waste and waste from liquid fuels,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-14,"Waste from organic solvents, coolants",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-15,"Packaging drop, upright masses, wipes",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-16,"Waste, not listed elsewhere in the directory",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-17,Construction and demolition waste,80,10,2,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-18,Waste from medical care,,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2014,WZ08-A,"Agriculture and forestry, fishing",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-01,Waste from the extraction of mineral resources,21,50,5,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-03,"Waste from woodworking, among others,",,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-05,"Waste from oil refinement, natural gas cleaning",16,1,5,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-06,Waste from inorganic-chemical processes,6,0,1,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-07,Waste from organic-chemical processes,4,0,1,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",5,0,0,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-09,Waste from the photographic industry,,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-10,Waste from thermal processes,5,4,7,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-11,Waste from chemical surface processing,,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-12,Waste from processes of the mechanical design,17,1,0,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-13,Oil waste and waste from liquid fuels,40,4,8,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-14,"Waste from organic solvents, coolants",,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-15,"Packaging drop, upright masses, wipes",35,0,7,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-16,"Waste, not listed elsewhere in the directory",22,11,1,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-17,Construction and demolition waste,169,189,2,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-18,Waste from medical care,,,,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-19,"Waste from waste treatment plants, etc.",6,0,9,,,
2014,WZ08-B,Mining and extraction of stones and earth,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2014,WZ08-C,Processing business,EAV-01,Waste from the extraction of mineral resources,5,1,1,,,
2014,WZ08-C,Processing business,EAV-02,"Waste from agriculture, forestry etc.",7,0,2,,,
2014,WZ08-C,Processing business,EAV-03,"Waste from woodworking, among others,",,,,,,
2014,WZ08-C,Processing business,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2014,WZ08-C,Processing business,EAV-05,"Waste from oil refinement, natural gas cleaning",78,65,1,,,
2014,WZ08-C,Processing business,EAV-06,Waste from inorganic-chemical processes,622,257,9,,,
2014,WZ08-C,Processing business,EAV-07,Waste from organic-chemical processes,1244,879,1,,,
2014,WZ08-C,Processing business,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",938,106,7,,,
2014,WZ08-C,Processing business,EAV-09,Waste from the photographic industry,39,1,9,,,
2014,WZ08-C,Processing business,EAV-10,Waste from thermal processes,425,623,2,,,
2014,WZ08-C,Processing business,EAV-11,Waste from chemical surface processing,1767,485,7,,,
2014,WZ08-C,Processing business,EAV-12,Waste from processes of the mechanical design,2840,562,1,,,
2014,WZ08-C,Processing business,EAV-13,Oil waste and waste from liquid fuels,1291,168,8,,,
2014,WZ08-C,Processing business,EAV-14,"Waste from organic solvents, coolants",389,32,4,,,
2014,WZ08-C,Processing business,EAV-15,"Packaging drop, upright masses, wipes",1546,83,0,,,
2014,WZ08-C,Processing business,EAV-16,"Waste, not listed elsewhere in the directory",966,193,7,,,
2014,WZ08-C,Processing business,EAV-17,Construction and demolition waste,1190,606,6,,,
2014,WZ08-C,Processing business,EAV-18,Waste from medical care,26,0,9,,,
2014,WZ08-C,Processing business,EAV-19,"Waste from waste treatment plants, etc.",491,235,1,,,
2014,WZ08-C,Processing business,EAV-20,"Settlement waste (budget waste, etc. Waste)",98,2,4,,,
,,,,,,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-01,Waste from the extraction of mineral resources,,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-03,"Waste from woodworking, among others,",,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-06,Waste from inorganic-chemical processes,5,0,3,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-07,Waste from organic-chemical processes,14,3,9,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-09,Waste from the photographic industry,,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-10,Waste from thermal processes,,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-11,Waste from chemical surface processing,,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-12,Waste from processes of the mechanical design,3,0,0,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-13,Oil waste and waste from liquid fuels,21,0,9,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-14,"Waste from organic solvents, coolants",4,0,0,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-15,"Packaging drop, upright masses, wipes",11,0,4,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-16,"Waste, not listed elsewhere in the directory",13,2,5,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-17,Construction and demolition waste,35,5,8,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-18,Waste from medical care,,,,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-19,"Waste from waste treatment plants, etc.",4,0,3,,,
2014,WZ08-10-01,Food and tobacco processing industry.,EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-01,Waste from the extraction of mineral resources,,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-03,"Waste from woodworking, among others,",,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-06,Waste from inorganic-chemical processes,,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-07,Waste from organic-chemical processes,19,3,4,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",10,0,7,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-09,Waste from the photographic industry,,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-10,Waste from thermal processes,,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-11,Waste from chemical surface processing,,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-12,Waste from processes of the mechanical design,3,0,1,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-13,Oil waste and waste from liquid fuels,7,0,2,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-14,"Waste from organic solvents, coolants",,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-15,"Packaging drop, upright masses, wipes",10,0,6,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-16,"Waste, not listed elsewhere in the directory",6,0,5,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-17,Construction and demolition waste,8,3,9,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-18,Waste from medical care,,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-19,"Waste from waste treatment plants, etc.",,,,,,
2014,WZ08-13-02,"Textiles, clothing, leather and leather goods",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-01,Waste from the extraction of mineral resources,,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-03,"Waste from woodworking, among others,",,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-05,"Waste from oil refinement, natural gas cleaning",3,0,3,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-06,Waste from inorganic-chemical processes,3,0,0,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-07,Waste from organic-chemical processes,4,0,5,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-08,"Waste from HZVA V. coatings, adhesives, etc.",14,0,7,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-09,Waste from the photographic industry,,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-10,Waste from thermal processes,14,11,9,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-11,Waste from chemical surface processing,,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-12,Waste from processes of the mechanical design,3,0,1,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-13,Oil waste and waste from liquid fuels,18,0,8,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-14,"Waste from organic solvents, coolants",,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-15,"Packaging drop, upright masses, wipes",7,0,1,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-16,"Waste, not listed elsewhere in the directory",7,0,5,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-17,Construction and demolition waste,95,11,0,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-18,Waste from medical care,,,,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-19,"Waste from waste treatment plants, etc.",9,2,6,,,
2014,WZ08-16,"Manufacturing of wood, wicker, basket, and cork products (excluding furniture).",EAV-20,"Settlement waste (budget waste, etc. Waste)",,,,,,
,,,,,,,,,,
2014,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-01,Waste from the extraction of mineral resources,,,,,,
2014,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-02,"Waste from agriculture, forestry etc.",,,,,,
2014,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-03,"Waste from woodworking, among others,",,,,,,
2014,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-04,"Waste from the leather, fur and textile industry",,,,,,
2014,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-05,"Waste from oil refinement, natural gas cleaning",,,,,,
2014,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-06,Waste from inorganic-chemical processes,7,1,0,,,
2014,WZ08-17-01,"Production of paper, cardboard, and printed materials, ",EAV-07,Waste from organic-chemical processes,51,5,4,,,
