GENESIS table: 32141-0002
Rubble processing plants: Germany, years,;;;;;;
types of waste;;;;;;
Processing, utilization of construction and demolition waste;;;;;;
Germany;;;;;;
;;;Building waste processing plants;Input from building rubble processing plants;Building waste processing plants with output;Output from building rubble processing plants
2018;EAV-050117-U; Petroleum refining: bitumen;-;-;-;-
2018;EAV-06;Waste from inorganic chemical processes;-;-;-;-
2018;EAV-060899-U; silicon, silicon compounds: waste not otherwise specified;-;-;-;-
2018;EAV-10;waste from thermal processes;37;190.4;-;-
2018;EAV-100101-U; rust and Boiler ash, slag, boiler fuel (oh.100104);9;20.4;-;-
2018;EAV-100117-U; fly ash from waste co-incineration (oh.100116);-;-;-;-
2018;EAV-100201-U; Iron, steel ind.: waste from slag processing;-;-;-;-
2018;EAV-100202-U; Iron, steel ind.: unprocessed slag;-;-;-;-
2018;EAV-100501-U; Zinc metallurgy: slags (first and second smelting);-;-;-;-
2018;EAV-100503-G; zinc metallurgy: filter dust;-;-;-;-
2018;EAV-100903-U; Iron,steel: furnace slag;17;61.5;-;-
2018;EAV-100906-U; Casting molds and sand before casting (oh.100905);-;-;-;-
2018;EAV-100908-U; Casting molds and sands after casting (without 100907);10;63.8;-;-
2018;EAV-101008-U; Casting molds and sands after casting (oh. 101007);-;-;-;-
2018;EAV-101112-U; Glass waste (without 101111);-;-;-;-
2018;EAV-101201-U; Ceramic products: raw mixtures before firing;-;-;-;-
2018;EAV-101203-U; Ceramic products: particles and dust;-;-;-;-
2018;EAV-101208-U; Waste from ceramic products, bricks, etc.;-;-;-;-
2018;EAV-101210-U; Solid waste from flue gas treatment (excluding 101209);-;-;-;-
2018;EAV-101304-U; Waste from calcination, hydration from quicklime;-;-;-;-
2018;EAV-101311-U; Composite waste (excl. 101309, 101310);3;7.2;-;-
2018;EAV-101314-U; Concrete waste and concrete sludge;15;7.5;-;-
2018;EAV-12;Waste from mechanical shaping processes;7;2.2;-;-
2018;EAV-120101-U; Iron filings and turnings;-;-;-;-
2018;EAV-120103-U; Non-ferrous metal filings and turnings;-;-;-;-
2018;EAV-120105-U; Plastic shavings and turnings;-;-;-;-
2018;EAV-120117-U; Abrasive waste (without 120116);7;2.2;-;-
2018;EAV-13;Oil waste and liquid fuel waste;-;-;-;-
2018;EAV-130205-G; Non-chlorinated machine, gear and Lubricating oils;-;-;-;-
2018;EAV-130208-G; Other machine, gear and lubricating oils;-;-;-;-
2018;EAV-130501-G; Solid waste from sand traps and oil/water separator;-;-;-;-
2018;EAV-15;Packaging waste, absorbent masses, wipes;7;4.2;5;0.8
2018;EAV-150101-U; Paper and cardboard packaging;4;0.2;4;0.1
2018;EAV-150102-U; Plastic packaging;-;-;3;0.0
2018;EAV-150103-U; Wooden packaging;5;1,1;-;-
2018;EAV-15010600-U; Mixed packaging not differentiable;4;3.0;-;-
2018;EAV-150107-U; Glass packaging;-;-;-;-
2018;EAV-150202-G; Absorbent and filter materials, wipes;-;-;-;-
2018;EAV-150203-U; Absorption and filter materials (without 150202);-;-;-;-
2018;EAV-16;Wastes not included elsewhere in the inventory;12;86.0;-;-
2018;EAV-160103-U; used tires;-;-;-;-
2018;EAV-160119-U; Old vehicles: plastics;-;-;-;-
2018;EAV-161104-U; Refractory mat. from metallurg. Proc. (oh.161103);10;81.5;-;-
2018;EAV-161106-U; Refractory material a. non-metallurgical proc.(oh.161105);6;4.5;-;-
2018;EAV-17;Construction and demolition waste;2552;70154.6;297;4684.6
2018;EAV-170101-U; Concrete;2012;23169.0;86;1056.2
2018;EAV-170102-U; Brick;972;4219.0;56;134.0
2018;EAV-170103-U; Tiles and ceramics;336;464.7;-;-
2018;EAV-170106-G; Mixtures from o. separate fractions v. Concrete, etc.;5;23.2;-;-
2018;EAV-170107-U; Mixtures of concrete, bricks, etc. (oh.170106);1508;18726.5;105;545.9
2018;EAV-170201-U; Wood;37;22.0;23;11.2
2018;EAV-170202-U; Glass;7;0.8;3;0.4
2018;EAV-170203-U; Plastic;-;-;-;-
2018;EAV-170204-G; Glass, plastic and wood with hazardous substances;9;2.0;7;0.8
2018;EAV-170301-G; Bituminous mixtures containing coal tar;138;1325.0;126;543.5
2018;EAV-170302-U; Bitumen mixtures (without 170301);1110;8429.4;53;516.6
2018;EAV-170303-G; Coal tar and tarry products;8;30.4;8;0.6
2018;EAV-170402-U; Aluminum;-;-;-;-
2018;EAV-170403-U; Lead;-;-;-;-
2018;EAV-170405-U; Iron and Steel;8;0.6;21;3.9
2018;EAV-170407-U; Mixed Metals;3;0.4;8;1.6
2018;EAV-170411-U; Cable (without 170410);-;-;-;-
2018;EAV-170503-G; Soil and stones containing dangerous substances;9;127.8;-;-
2018;EAV-170504-U; Soil and stones (without 170503);855;11660.6;80;1648.0
2018;EAV-170506-U; dredged material (without 170505);19;85.5;-;-
2018;EAV-170507-G; Track ballast containing dangerous substances;7;53.6;-;-
2018;EAV-170508-U; Track ballast (without 170507);80;1545.5;10;170.5
2018;EAV-170601-G; insulation material containing asbestos;-;-;-;-
2018;EAV-170603-G; Other insulation material;8;2.1;8;2.3
2018;EAV-170604-U; Insulating material (without 170601 and 170603);4;0.2;-;-
2018;EAV-170605-G; Building materials containing asbestos;6;0.9;7;0.5
2018;EAV-170802-U; Gypsum-based building materials (excluding 170801);53;30.2;24;19.1
2018;EAV-170903-G; Other construction and demolition waste;-;-;-;-
2018;EAV-170904-U; Mixed construction and demolition waste (oh.170901-170903);68;235.4;46;25.3
2018;EAV-19;Waste from waste treatment plants etc.;48;712.8;2503;64236.0
2018;EAV-190111-G; Combustion, pyrolysis: grate, boiler ashes, slag;-;-;-;-
2018;EAV-190112-U; Bottom ash and slag (oh.190111);10;430.0;-;-
2018;EAV-190113-G; Combustion.,Pyrolysis: Filter dust with haz. St.;-;-;-;-
2018;EAV-190114-U; Filter dust (without 190113);-;-;-;-
2018;EAV-190118-U; Pyrolysis waste (without 190117);-;-;-;-
2018;EAV-19029950-U; Products resulting from waste treatment;-;-;-;-
2018;EAV-190503-U; Out of specification compost;-;-;-;-
2018;EAV-190801-U; Sieve and rake residue;-;-;-;-
2018;EAV-190802-U; Sand trap residues;5;1.8;-;-
2018;EAV-190903-U; decarbonization sludges;-;-;-;-
2018;EAV-19120100-U; Mechanical waste treatment: paper, cardboard not diff.;-;-;97;66.0
2018;EAV-191202-U; Mechanical waste treatment: ferrous metals; 4; 0.3; 833; 212.5
2018;EAV-191203-U; Mechanical waste treatment: non-ferrous metals;-;-;97;11.4
2018;EAV-191204-U; Mechanical waste treatment: plastic and rubber;-;-;161;3.5
2018;EAV-19120500-U; Mechanical waste treatment: glass not differentiable;-;-;4;0.4
2018;EAV-19120505-U; Mechanical waste treatment: mixed glass;-;-;-;-
2018;EAV-191206-G; Mechanical waste treatment: wood with hazardous Substances;-;-;6;0.9
2018;EAV-191207-U; Wood (without 191206);-;-;300;67.6
2018;EAV-191208-U; Mechanical waste treatment: textiles;-;-;-;-
2018;EAV-19120900-U; Mechanical waste treatment: minerals (sand, stones);35;214.4;64;1367.3
2018;EAV-19120901-U; Products for use in road and Road construction;-;-;1881;37554.3
2018;EAV-19120902-U; Products for use in other earthworks;-;-;1309;16341.2
2018;EAV-19120903-U; products f.d. Use in concrete mixing plants;-;-;91;528.3
2018;EAV-19120904-U; Products for use in asphalt mixing plants;-;-;227;4377.2
2018;EAV-19120905-U; Products for other uses;-;-;177;2686.1
2018;EAV-19120906-U; Hot mix for road and path construction;-;-;-;-
2018;EAV-191210-U; Combustible waste (fuel from waste);-;-;-;-
2018;EAV-191211-G; Other waste (including mixed materials);-;-;3;19.2
2018;EAV-191212-U; Other waste (without 191211);9;11.6;230;738.7
2018;EAV-191302-U; Solid waste from soil remediation (oh.191301);-;-;-;-
2018;EAV-20;Municipal waste (household waste and similar waste);40;86.9;16;38.6
2018;EAV-200101-U; paper and cardboard;3;3.8;-;-
2018;EAV-200102-U; Glass;-;-;-;-
2018;EAV-200135-G; Used electrical equipment (oh.200121,200123);-;-;-;-
2018;EAV-200137-G; wood containing dangerous substances;-;-;-;-
2018;EAV-200138-U; Wood (without 200137);5;4.2;-;-
2018;EAV-200140-U; metals;-;-;-;-
2018;EAV-200201-U; Biodegradable waste;11;17.2;10;11.7
2018;EAV-200202-U; soil and stones;8;10.5;-;-
2018;EAV-200203-U; Other non-biodegradable waste;-;-;-;-
2018;EAV-20030100-U; Mixed municipal waste not differentiable;-;-;6;12.6
2018;EAV-20030101-U; Household waste, commercial waste similar to household waste;-;-;-;-
2018;EAV-200303-U; Street sweepings;21;43.3;-;-
2018;EAV-200306-U; waste from sewer cleaning;7;1,6;-;-
2018;EAV-200307-U; Bulky waste;6;6.3;-;-
2018;EAV-200399-U; Municipal waste not otherwise specified;-;-;-;-
2018;EAV-99;Hazardous waste;163;1564.9;149;567.8
2018;EAV-990000-G; Total hazardous waste;163;1564.9;149;567.8
2020;EAV-01;Waste from the extraction of mineral resources;5;1,2;-;-
2020;EAV-010413-U; Waste from stonemasonry and sawing work (without 010407);5;1.2;-;-
2020;EAV-02;Waste from agriculture, forestry, etc.;-;-;-;-
2020;EAV-020401-U; Sugar production: beet soil;-;-;-;-
2020;EAV-03;waste from wood processing, etc.;-;-;-;-
2020;EAV-030310-U; Fiber waste, fiber, filler and coating sludge;-;-;-;-
2020;EAV-05;Waste from petroleum refining, natural gas purification;-;-;-;-
2020;EAV-050117-U; Petroleum refining: bitumen;-;-;-;-
2020;EAV-06;Waste from inorganic chemical processes;-;-;-;-
2020;EAV-060899-U; silicon, silicon compounds: waste not otherwise specified;-;-;-;-
2020;EAV-10;waste from thermal processes;39;186.6;-;-
2020;EAV-100101-U; rust and Boiler ash, slag, boiler fuel (oh.100104);8;39.4;-;-
2020;EAV-100117-U; fly ash from waste co-incineration (oh.100116);-;-;-;-
2020;EAV-100201-U; Iron, steel ind.: waste from slag processing;-;-;-;-
2020;EAV-100202-U; Iron, steel ind.: unprocessed slag;-;-;-;-
2020;EAV-100501-U; Zinc metallurgy: slags (first and second smelting);-;-;-;-
2020;EAV-100503-G; zinc metallurgy: filter dust;-;-;-;-
2020;EAV-100903-U; Iron,steel: furnace slag;10;73.0;-;-
2020;EAV-100906-U; Casting molds and sand before casting (oh.100905);-;-;-;-
2020;EAV-100908-U; Casting molds and sands after casting (without 100907);6;30.9;-;-
2020;EAV-101008-U; Casting molds and sands after casting (oh. 101007);-;-;-;-
2020;EAV-101112-U; Glass waste (without 101111);-;-;-;-
2020;EAV-101201-U; Ceramic products: raw mixtures before firing;-;-;-;-
2020;EAV-101203-U; Ceramic products: particles and dust;-;-;-;-
2020;EAV-101208-U; Waste from ceramic products, bricks, etc.;-;-;-;-
2020;EAV-101210-U; Solid waste from flue gas treatment (excluding 101209);-;-;-;-
2020;EAV-101304-U; Waste from calcination, hydration from quicklime;-;-;-;-
2020;EAV-101311-U; Composite waste (excl. 101309, 101310);-;-;-;-
2020;EAV-101314-U; Concrete waste and concrete sludge;22;31.4;-;-
2020;EAV-12;Waste from mechanical shaping processes;5;3.0;-;-
2020;EAV-120101-U; Iron filings and turnings;-;-;-;-
2020;EAV-120103-U; Non-ferrous metal filings and turnings;-;-;-;-
2020;EAV-120105-U; Plastic shavings and turnings;-;-;-;-
2020;EAV-120117-U; Abrasive waste (without 120116);5;3.0;-;-
2020;EAV-13;Oil waste and liquid fuel waste;-;-;-;-
2020;EAV-130205-G; Non-chlorinated machine, gear and Lubricating oils;-;-;-;-
2020;EAV-130208-G; Other machine, gear and lubricating oils;-;-;-;-
2020;EAV-130501-G; Solid waste from sand traps and oil/water separator;-;-;-;-
2020;EAV-15;Packaging waste, absorbent masses, wipes;4;6.8;-;-
2020;EAV-150101-U; Paper and cardboard packaging;-;-;-;-
2020;EAV-150102-U; Plastic packaging;-;-;-;-
2020;EAV-150103-U; Wooden packaging;-;-;-;-
2020;EAV-15010600-U; Mixed packaging not differentiable;3;0.9;-;-
2020;EAV-150107-U; Glass packaging;-;-;-;-
2020;EAV-150202-G; Absorbent and filter materials, wipes;-;-;-;-
2020;EAV-150203-U; Absorption and filter materials (without 150202);-;-;-;-
2020;EWC-16;Wastes not included elsewhere in the inventory;10;104.1;-;-
2020;EAV-160103-U; used tires;-;-;-;-
2020;EAV-160119-U; Old vehicles: plastics;-;-;-;-
2020;EAV-161104-U; Refractory mat. from metallurg. percent (oh.161103);7;87.8;-;-
2020;EAV-161106-U; Refractory material a. non-metallurgical proc.(oh.161105);7;16.4;-;-
2020;EAV-17;Construction and demolition waste;2631;73766.1;275;3297.8
2020;EAV-170101-U; Concrete;2119;24057.0;45;558.1
2020;EAV-170102-U; Brick;1020;3811.6;22;83.2
2020;EAV-170103-U; Tiles and ceramics;342;321.9;-;-
2020;EAV-170106-G; Mixtures from o. separate fractions v. Concrete, etc.;7;21.7;-;-
2020;EAV-170107-U; Mixtures of concrete, bricks, etc. (oh.170106);1598;19063.7;66;347.6
2020;EAV-170201-U; Wood;42;28.9;25;3.2
2020;EAV-170202-U; Glass;5;0.4;-;-
2020;EAV-170203-U; Plastic;-;-;-;-
2020;EAV-170204-G; Glass, plastic and wood with dangerous substances;5;1.4;3;0.8
2020;EAV-170301-G; Bituminous mixtures containing coal tar;148;914.5;92;525.6
2020;EAV-170302-U; Bitumen mixtures (without 170301);1210;11508.0;53;316.2
2020;EAV-170303-G; Coal tar and tarry products;7;29.2;4;0.7
2020;EAV-170402-U; Aluminum;-;-;-;-
2020;EAV-170403-U; Lead;-;-;-;-
2020;EAV-170405-U; Iron and Steel;8;2.9;27;5.2
2020;EAV-170407-U; Mixed metals;-;-;8;2.5
2020;EAV-170411-U; Cable (without 170410);-;-;-;-
2020;EAV-170503-G; Soil and stones containing dangerous substances;12;62.9;-;-
2020;EAV-170504-U; Soil and stones (without 170503);915;11984.1;78;1254.9
2020;EAV-170506-U; dredged material (without 170505);16;67.0;-;-
2020;EAV-170507-G; Track ballast containing dangerous substances;-;-;-;-
2020;EAV-170508-U; Track ballast (without 170507);99;1597.1;14;153.9
2020;EAV-170601-G; insulation material containing asbestos;-;-;-;-
2020;EAV-170603-G; Other insulation material;7;1.8;4;1.8
2020;EAV-170604-U; Insulating material (without 170601 and 170603);4;0.0;-;-
2020;EAV-170605-G; Building materials containing asbestos;5;0.4;4;0.4
2020;EAV-170802-U; Gypsum-based building materials (excluding 170801);45;35.7;21;25.8
2020;EAV-170903-G; Other construction and demolition waste;-;-;-;-
2020;EAV-170904-U; Mixed construction and demolition waste (oh.170901-170903);61;231.6;50;12.1
2020;EAV-19;Waste from waste treatment plants etc.;55;1001.7;2586;70424.8
2020;EAV-190111-G; Combustion, pyrolysis: grate, boiler ashes, slag;-;-;-;-
2020;EAV-190112-U; Bottom ash and slag (oh.190111);10;581.1;-;-
2020;EAV-190113-G; Combustion.,Pyrolysis: Filter dust with haz. St.;-;-;-;-
2020;EAV-190114-U; Filter dust (without 190113);-;-;-;-
2020;EAV-190118-U; Pyrolysis waste (without 190117);-;-;-;-
2020;EAV-19029950-U; Products resulting from waste treatment;-;-;-;-
2020;EAV-190503-U; Out of specification compost;-;-;-;-
2020;EAV-190801-U; Sieve and rake residue;-;-;-;-
2020;EAV-190802-U; Sand trap residues;4;6.7;-;-
2020;EAV-190903-U; decarbonization sludges;-;-;-;-
2020;EAV-19120100-U; Mechanical waste treatment: paper, cardboard not diff.;-;-;91;4.1
2020;EAV-191202-U; Mechanical waste treatment: ferrous metals;-;-;852;210.4
2020;EAV-191203-U; Mechanical waste treatment: non-ferrous metals;-;-;98;10.4
2020;EAV-191204-U; Mechanical waste treatment: plastic and rubber;-;-;166;15.2
2020;EAV-19120500-U; Mechanical waste treatment: glass not differentiable;-;-;-;-
2020;EAV-19120505-U; Mechanical waste treatment: mixed glass;-;-;-;-
2020;EAV-191206-G; Mechanical waste treatment: wood with hazardous Substances;-;-;6;1.0
2020;EAV-191207-U; Wood (without 191206);-;-;335;84.7
2020;EAV-191208-U; Mechanical waste treatment: textiles;-;-;-;-
2020;EAV-19120900-U; Mech.waste treatment: minerals (sand, stones);43;291.2;113;2587.9
2020;EAV-19120901-U; Products for use in road and Road construction;-;-;1929;38727.5
2020;EAV-19120902-U; Products for use in other earthworks;-;-;1439;17684.3
2020;EAV-19120903-U; products f.d. Use in concrete mixing plants;-;-;128;901.3
2020;EAV-19120904-U; Products for use in asphalt mixing plants;-;-;209;7066.9
2020;EAV-19120905-U; Products for other uses;-;-;140;2216.8
2020;EAV-19120906-U; Hot mix for road and path construction;-;-;-;-
2020;EAV-191210-U; Combustible waste (fuel from waste);-;-;-;-
2020;EAV-191211-G; Other waste (including mixed materials);-;-;-;-
2020;EAV-191212-U; Other waste (without 191211);11;10.1;205;528.8
2020;EAV-191302-U; Solid waste from soil remediation (oh.191301);-;-;4;38.7
2020;EAV-20;Municipal waste (household waste and similar waste);49;184.4;28;62.6
2020;EAV-200101-U; paper and cardboard;-;-;-;-
2020;EAV-200102-U; Glass;-;-;-;-
2020;EAV-200135-G; Used electrical equipment (oh.200121,200123);-;-;-;-
2020;EAV-200137-G; wood containing dangerous substances;-;-;-;-
2020;EAV-200138-U; Wood (without 200137);-;-;-;-
2020;EAV-200140-U; metals;-;-;-;-
2020;EAV-200201-U; Biodegradable waste;22;49.0;22;35.0
2020;EAV-200202-U; soil and stones;10;53.4;-;-
2020;EAV-200203-U; Other non-biodegradable waste;-;-;-;-
2020;EAV-20030100-U; Mixed municipal waste cannot be differentiated;-;-;3;14.3
2020;EAV-20030101-U; Household waste, commercial waste similar to household waste;-;-;-;-
2020;EAV-200303-U; Street sweepings;17;35.5;-;-
2020;EAV-200306-U; Sewer cleaning waste;7;4.9;-;-
2020;EAV-200307-U; Bulky waste;3;4.8;-;-
2020;EAV-200399-U; Municipal waste not otherwise specified;-;-;-;-
2020;EAV-99;Hazardous waste;165;1059.1;104;553.1
2020;EAV-990000-G; Total hazardous waste;165;1059.1;104;553.1
__________
© Federal Statistical Office (Destatis), 2023
Status: 08/26/2023 / 16:58:05
